order	sample_00	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08	sample_09	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49
Caudovirales	2701.365360912484	76.40104268898769	240.26701353836975	143.00438206284576	292.08607145211494	269.35570205705716	166.38735525478563	329.8661116081828	3920.863133432961	173.10089483987016	2028.2665519379348	922.8825687880584	494.54212376209426	172.67865807930718	193.72652875300827	427.18969566139	223.09076907039005	434.74573013551094	1045.3283895114473	207.12352809373897	94.81931970836108	193.20440382381125	323.5872387887356	195.3672715234737	475.9856060830863	252.32477132460093	3651.524610563032	122.73236922072307	504.8111392493323	546.4532178653992	41.10461020251083	498.57325133633867	2304.3370100022153	98.75698914902259	198.56912244037227	232.3098307749397	254.9669636321379	230.58461148604204	2789.721410663505	161.46336365975657	222.565419197585	142.4166894115241	152.6411421105057	416.63710482866946	433.68679045971106	612.6618543771633	494.29312177485554	168.4311986183208	170.82773523270998	173.73483304488096
Poales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.316957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.630744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.316957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.508715	0.0	0.0	2.20919	0.0	0.0	0.0	0.0
Rosales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neisseriales	0.0	0.0	0.564059	0.0	0.0	0.0	0.1063595	0.0	0.0	0.0	7.1679405	0.0	0.0	0.0	0.0	0.0	0.0	0.389493	0.0	0.0	0.0	0.0	0.446146	0.0	0.0	0.0	0.0	2.7054460000000002	0.0	0.1902415	0.0	0.0	0.0	0.0	0.0	0.738095	5.0330010000000005	0.0	0.0	0.337302	0.0	3.399664	0.0	0.0	1.774945	0.10941	0.0	0.780045	0.0	0.731859
Picornavirales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacterales	1.3010365	0.571096	4.3104035000000005	8.005297500000001	3.8807295	0.922277	12.600287	2.0037605	4.8744615	0.483883	2.447167	2.7969030000000004	11.67156	1.348854	8.5017145	3.9187754999999997	0.213467	1.1684290000000002	0.1074495	13.1079845	0.83202	3.5403960000000003	0.0967045	0.054083	0.2344195	27.073781	0.0	1.47618	5.81232	1.1185545	2.2108835	5.7609225	0.0358165	2.1388915	0.6531165	17.5850635	2.0916905	2.5385035	1.0755735	1.384849	0.6982455	0.6891115	2.5454875	0.0358165	28.880556	51.5551575	23.9694195	6.254143	5.125358	12.139506
Bunyavirales	0.502562	0.0	2.631579	0.0	1.284816	0.139031	0.0	0.0	0.0	0.922217	0.0	1.713991	1.817653	0.0	0.0	0.465533	0.316255	0.13973	0.0	2.573126	4.433867	0.742665	0.0	0.0	0.0	0.0	0.0	15.828436	0.0	0.0	0.046577	0.0	8.690267	2.081742	0.0	2.547104	0.0	0.0	0.093153	0.0	1.402092	0.149477	0.691896	9.668228	0.593852	9.613651	0.0	0.046577	0.139264	9.46134
Dioscoreales	0.0	0.0	0.0	0.0	0.111732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.286033	0.0	0.55866	0.0	0.0	0.111732	0.0	0.0	0.0	0.0	0.0	2.948603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coriobacteriales	0.11885633333333334	0.0	0.6133666666666667	4.675309	0.440507	0.0	0.059577	0.0	0.0	0.0	0.0	2.258744666666667	0.11192033333333333	0.2904716666666667	0.5197683333333333	0.0	0.0	0.09472733333333333	0.0	0.290046	0.0	0.0	0.0	0.0	0.22366300000000003	0.0	2.255242	0.0	2.1065793333333334	0.0	0.11681966666666667	0.0	0.23875033333333331	0.0	0.0	0.252999	0.11200466666666666	2.418975	0.0	0.417713	0.08728033333333333	0.6240693333333334	0.05868333333333334	0.0	0.20077433333333336	0.0	0.5814713333333333	0.11409000000000001	0.0	0.0
Bifidobacteriales	6.243404844027705	0.048116230727532294	3.250222275087899	0.40912616647076105	130.00146766315115	1.4417161975284525	17.752733992440472	8.632732937640249	0.05944010884339152	1.969698614039263	37.78989098515587	11.019807510133525	1.4759776956959882	7.814122054174149	100.26183522091654	16.13970328228968	10.19306353293625	4.611514430058678	1.8774382825058407	6.285549268166665	8.693752423866098	0.5743254479316485	6.576190477133585	64.91198898572847	0.5188554721775567	114.38013069437473	1.8008358836133884	26.039008663152526	70.59375536542896	0.49776719727350976	0.8055994813187866	99.3429841413606	5.073963943820308	2.4474789268573063	41.49688081472928	0.4703869420252935	24.503116418922772	19.1395725663802	1.0799255362054363	5.720039426858171	31.46071494951918	37.713235662419265	17.228644462971065	0.4208481513391391	2.583071056117953	41.89098710051144	2.5486638439875815	28.27169394789992	12.688255787307112	51.861152764641524
Malpighiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97832325	0.0	0.04367025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129784	0.0	0.0	8.40339175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5960565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03723	0.0
Tissierellales	0.004461987012987013	0.003886272727272728	0.015622428571428572	0.0024723246753246757	0.0013851948051948053	0.0961647922077922	0.004436090909090909	0.0005814155844155845	0.00015724675324675327	0.0007317142857142857	0.0005281818181818182	0.0003657402597402597	0.002900272727272727	0.0008181428571428571	21.20247674025974	0.02562707792207792	0.003167935064935065	0.0030772077922077926	0.0027662077922077917	0.002703038961038961	0.0037701428571428578	0.01942798701298702	0.022786662337662338	0.0007941948051948052	0.0	0.0030019870129870127	0.02924420779220779	0.0021805584415584417	0.001793506493506494	0.0038209350649350644	0.0005248441558441558	0.020370116883116886	0.005853428571428571	0.003273714285714285	0.002973441558441558	0.03047494805194804	0.08652066233766234	0.11513337662337664	0.016090584415584416	0.0035476493506493506	0.0006988311688311689	0.001317701298701299	0.00421025974025974	0.00455777922077922	0.0005043766233766234	0.0020926753246753253	0.009157714285714285	0.002031350649350649	0.001490818181818182	0.013016441558441554
Pseudomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillales	4.552373695822634	9.893126238461145	7.4645278754875015	98.66480846305026	20.595337560704746	3.002533212281392	7.910109843379222	2.481203124870661	13.16504681440789	3.2143099608549983	106.50161010245316	5.868477331898191	10.02300194848901	5.047810647207658	40.712796807505626	4.919791752927635	7.7209526221556235	79.04392534620166	8.62431403104248	12.293941583802575	8.969503837894901	4.970856022906818	31.448203909387914	4.552115051626956	13.99104856398208	21.643213897331876	4.7127677523719775	12.379330762022981	12.403813701263003	2.5607850447847764	2.907982514740557	4.603393654623778	6.298469062753757	1.5318609030768415	49.18866599532072	7.120747218137362	114.24501116099093	6.8618152018850695	1.1262191319618922	10.65875819164735	6.731068186439122	13.09785425971797	57.73346952133875	9.32736639494208	5.407374604930485	42.71596398006595	32.77036667296394	31.772006108542975	14.53016692730323	6.343795246514019
Enterobacterales	125.39891936868196	14.554166248148043	2.989191741853309	0.0043911051335292885	16.205414477924716	3.005638998114355	2.3753375334054376	19.902236891975345	221.58672879476822	0.29767213292679146	138.206802038624	17.964529942668502	27.071266673613373	0.2470033495928373	1.4981927184585064	0.08783403019147659	7.657894612265047	41.614903399040585	38.713877707131374	28.612915528406003	0.6113785574207347	1.1190266043042723	1.5728850295287269	0.22660612059165658	0.02251093586745734	1.8706066354869553	548.3775409980226	4.512253564811171	28.115641124401662	23.16616711785662	0.09043663397069632	3.416442837841787	146.24195174062763	0.057273934869209606	6.200603246210087	38.33372820413997	0.780936737027229	3.7165275012481165	157.19153555389045	0.3607058807240812	5.9387238137055585	1.471431559201088	1.1252697030815668	12.244556684895644	0.02852885630484756	157.74665690718174	11.802351923999218	3.7592019271159645	6.960384783642636	10.778754300054253
Clostridiales	90.4626088579796	263.69779570624047	87.03265371459796	223.68836334070247	131.26899535589314	43.801580338160626	54.9147762948052	104.63257838797443	84.85485089929588	43.335989688822366	239.64369813023131	72.56571295015465	188.9622639326847	123.90354686805712	345.61164381271055	195.32851150111725	229.12981595992252	264.3060896076172	61.138202890300875	257.5224508167372	89.30910707874207	133.4063207432313	92.85995953282436	41.30187683152384	344.70076080905676	32.28893211945375	18.24375506975813	268.11255424397444	191.71088415437106	254.5206740378597	29.286906426764393	22.32140628640269	218.598683212236	174.90435675662144	267.90422466139444	177.42180986859782	152.13866387528518	45.61017682791244	160.66814149976463	208.42711846078006	317.2947362718787	134.79667162806274	187.79052175611145	140.93961874611566	295.29905791792106	252.41946591668204	317.5994669552876	137.00718469149473	51.76031464286049	229.08897437969566
Bacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.531365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erysipelotrichales	2.53492242962963	29.154345000000003	3.335022444444445	3.507944066666666	1.2630038666666665	2.8166805851851855	1.5210171999999997	1.946468333333333	3.644229733333333	3.2194958000000002	12.156013199999999	2.1367581555555555	3.463549948148148	8.0290852	26.709337659259266	3.884838162962963	5.280529111111112	2.194871940740741	2.032467066666667	8.285735814814814	2.059384066666667	6.920315733333334	17.53167862962963	1.9465609333333334	1.8926619407407406	1.3019161333333333	1.1575335185185183	5.806745059259259	14.497947022222219	3.2875066666666672	0.47657	1.000951	9.520804066666667	0.6029257333333333	15.431811533333335	7.470649251851854	5.474335533333333	3.6168044	2.1609458	3.3272248518518515	1.2628908074074072	2.6932749481481486	13.890755133333332	9.687775192592593	3.3940626666666662	21.844587444444443	10.308942088888891	9.363338014814815	4.454819711111111	2.4585396000000004
