genus	sample_00	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08	sample_09	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49
Asfivirus	11.823632	0.0	0.076314	0.339174	0.0	2.485585	14.087057	0.0	0.0	0.0	0.0	0.0	14.364045	0.0	1.878463	0.436405	1.460146	1.091577	0.0	0.751837	0.0	0.113058	7.132841	0.0	2.596384	0.0	0.0	25.00509	0.0	0.0	1.733182	0.0	0.0	0.0	0.112493	0.0	0.0	0.0	0.196156	1.01187	0.109666	0.0	6.968344	1.467495	0.0	0.224986	0.113058	0.0	5.768223	20.113632
Raoultella	0.0	0.0	0.0	0.0	0.208333	0.0	0.0	0.0	0.0	0.0	0.0864585	0.1771035	0.0	0.0	0.0	0.0	0.0	0.250382	0.1890625	2.0336845	0.0	0.0	0.4145835	0.0	0.0	0.0	0.0	0.0	2.9979015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1956945	0.0	0.0	0.0	0.103646	0.0	0.0	0.0	0.0	0.0	0.0	0.189824	0.0
Polerovirus	0.0	0.352734	0.0	0.0	0.342152	0.0	0.0	0.0	0.66843	0.0	0.320987	0.0	0.0	0.305114	1.409171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.352734	0.0	0.0	0.0	0.0	0.0	0.352734	0.0	0.0	0.0	0.682539	0.0	4.416226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.717815	0.0	0.0	0.645503	0.0
Hp1virus	0.02788625	0.0	1.421159	0.0	0.3418445	0.7620509999999999	1.37704475	0.9199250000000001	0.05019525	0.047619	0.0	0.14630875	0.06962275	1.722839	0.0503345	1.53289475	0.5089235	0.1809815	0.27592175	0.13685625	0.00525575	0.17763525	0.15448975	0.73264375	4.363497	0.5976432500000001	0.0	0.1414745	0.08365875	0.0	0.0	1.22346175	0.07557175	0.0	0.120815	0.36516675000000004	0.5284617500000001	0.65127875	0.32578525	0.0807305	0.04894025	0.4965075	2.09970425	0.2072325	6.17771275	3.527386	0.0	0.0970995	0.03098225	0.23852725
Intestinimonas	1.334019785714286	0.6204843571428572	5.349680785714286	7.110980904761904	7.434061428571428	0.6332469285714284	0.3143647857142857	0.03170566666666667	0.9824789047619042	0.2754095238095238	0.036270928571428565	0.45049373809523796	0.3158271190476191	0.6561164761904761	0.6817090952380953	3.9092597380952387	0.8595854285714285	0.7392363333333334	0.0	1.4816198809523808	0.730655738095238	5.715800571428572	0.07762642857142857	0.007056190476190476	1.3903813571428572	0.01816109523809524	0.007270833333333333	0.36284928571428565	0.1429423095238095	0.04779552380952381	0.491677119047619	0.0	0.10032971428571427	0.31398252380952374	0.4700120952380952	0.4738220476190476	0.41557983333333337	0.6658284285714285	0.669796023809524	0.1628147619047619	0.053571095238095244	0.06215433333333334	0.12900571428571428	0.5532450238095239	0.12876209523809526	0.14368011904761904	0.17751497619047618	0.10207833333333333	0.5698365714285714	0.12304078571428571
Picobirnavirus	0.0	0.12085	0.4313695	13.311224	0.045957	0.1852085	0.1894815	0.0581735	0.3903125	0.02178	0.0	0.9310025	0.047702	0.031338	2.5108935000000003	17.425615	0.43356799999999995	0.0722375	0.0	0.9046164999999999	4.3194555	0.0578825	0.0	0.0	0.0581735	0.0	0.0	0.0	0.3158955	0.0	0.5312235	0.0	0.5241975	0.0	0.0	0.024914	0.0	0.0	0.0	0.031338	0.0581735	1.4249555	0.0	0.3328915	0.0	0.047993	1.8601509999999999	0.0311815	0.0220935	0.0
Petrimonas	0.666111	0.0	0.0	19.994985	0.66611	2.664442	0.0	2.654425	0.0	0.322204	0.0	0.0	50.293818	0.0	1.001669	0.33389	1.654422	0.0	0.0	2.33389	0.0	0.0	0.0	1.939898	2.524204	0.0	0.0	0.0	0.0	3.222036	0.0	10.866446	0.0	0.661102	0.0	17.664439	1.609349	3.666113	11.063436	13.612685	0.0	0.0	4.968279	0.0	43.327196	0.641068	0.33389	0.0	1.00167	35.841405
Alistipes	0.6795748053620814	1.0061526943570351	12.739904419898775	2.505426854947974	0.2779412620993421	2.435981182440737	0.4444664474557913	0.46376556338245767	0.6360630411940131	1.8788747428598254	4.378781441644586	2.4763664159071688	0.08836235054263451	0.15584873145547368	7.467893840824317	0.8041495479244142	4.005176575885789	0.6798677904629185	0.0014682188965347929	0.8591499913481746	1.5796072501447747	0.38291907970915096	0.3316395310179001	0.19042989384725356	6.212927153900252	0.8124510232953766	0.00412340994577265	2.69095063752446	5.087233162511646	0.8361752859897028	0.8189097971478297	1.6645165033381233	1.1316496931771738	2.8946186018586038	0.054118519651096486	0.20844153074929056	0.20548299192871755	3.4613687087088674	2.9755575564520425	2.5840674272234287	0.16920241063318203	0.45019350057982094	3.0320878664129807	2.9136122488277243	0.26602684531269183	0.021915551939115173	0.24508286574867683	0.36779893868626845	0.7218187803120784	0.6806665645767598
Kosakonia	0.0	0.0	0.16625033333333333	0.0	0.0	0.0	0.040404	0.0	0.0	0.0	0.0	0.101289	0.0	0.0	0.0	0.0	0.0	0.5029721666666667	0.07011983333333334	0.24051633333333333	0.0	0.0	0.05424466666666666	0.0	0.0	0.0	0.04161466666666667	0.0	0.0	0.9723263333333333	0.0	0.023867666666666666	0.0	0.0	0.0	5.114460833333334	0.07961266666666666	0.0	0.0	0.0	0.0	0.0414065	0.0	0.3411136666666667	0.0	0.05011483333333333	0.0	0.0	0.025248666666666666	0.0
Avipoxvirus	0.0	0.0	0.0	0.0	0.0	5.088783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.788551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.096965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rotavirus	0.67745175	0.06563875	0.66720725	1.6973297500000002	0.5156085	0.0	0.4071905	0.11236575	0.250548	0.083737	17.2853045	0.08915425	0.19656625	0.514369	4.2926415	0.64523025	0.053443500000000005	0.42057425000000004	78.509453	0.3244495	0.06286225	0.24553975	6.197507	0.042219999999999994	3.539439	0.20968075000000003	0.01995025	0.0	0.025541	0.014120750000000001	0.01101325	1.91713325	1.866032	0.35230174999999997	0.0220265	1.54268425	5.07072075	0.98757	0.0325045	0.21867699999999998	0.02913	0.20677425	1.34817525	0.0580025	0.01073775	0.14021175	0.559713	0.03202	0.043083250000000003	7.377818749999999
Alphavirus	0.0	0.0	0.534493	0.0	0.0	0.0	0.0	2.130275	0.827822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.547029	0.0	0.0	0.0	0.0	0.0	0.053877	0.0	0.114025	0.0	0.0	0.0	0.0	12.516242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catovirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3891085	0.0	0.0	1.018709	6.2311615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Muromegalovirus	0.0	0.013808	0.19638066666666665	0.0	0.21022533333333335	11.1377875	0.0274355	10.699274	0.0	0.067783	292.05216	0.0	0.13302616666666667	0.444047	1.158475	0.027754666666666667	0.0	2.9299424999999997	24.694501166666665	0.4590351666666666	0.6850263333333334	0.35432383333333334	0.15760033333333334	0.032177333333333336	0.013808	0.7566401666666667	0.08779983333333334	0.42734249999999996	1.008973	0.013138333333333333	0.0790315	0.058646833333333336	0.009968	0.05186383333333333	0.21822383333333337	1.450652833333333	0.0	0.11701766666666667	0.0	0.02606716666666667	0.10473066666666668	0.0409315	0.4303126666666666	3.0813590000000004	0.003830166666666667	3.5408986666666666	20.182039666666665	5.393869666666667	1.3348398333333336	0.4266775
Mitsuokella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2309475	0.0	0.0	0.0	0.0	5.8251875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orbivirus	1.260345	2.935056	27.940224	0.0	1.396553	5.10115	0.0	0.0	1.016667	0.097701	0.0	400.6917	0.114368	0.0	1.713793	30.731043	0.0	0.0	0.0	12.514367	1.448851	1.126436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17931	0.0	0.112069	0.0	9.174713	0.0	0.0	3.16092	0.0	0.0	0.0	0.0	0.0	1.760344	0.044253
Crocodylidpoxvirus	1.766459	0.3703845	5.421775	2.501677	1.6304315	3.252193	0.864426	8.624029	1.1783555	0.4086065	0.2005275	0.1653645	13.225211	1.1017775	1.401251	4.659503	2.3496815	3.117165	26.679809	0.8949015	0.19315	2.9813739999999997	1.335905	4.539365	4.3849385	1.1053925	0.0985585	123.9462815	0.687797	7.935696500000001	0.126587	0.09748	4.304263000000001	1.225039	3.2854085	5.713513	11.4219605	0.9242045	1.1845095	10.303101	17.9742125	2.7925275000000003	9.120336	3.5461015	12.798596	22.8716135	0.6886105	12.5873515	1.1588195	0.0
Homo	0.009945529411764705	0.020712529411764706	0.054857411764705884	0.009445764705882353	0.0	0.009995529411764705	0.0	0.0	0.06713364705882352	0.0	0.12153541176470588	0.02518052941176471	0.05015041176470588	0.0	0.012677470588235294	0.029986529411764704	0.0	0.021121529411764706	0.03453664705882353	0.10760958823529412	0.0	0.009395764705882353	0.019941	0.0	0.019643058823529413	0.037329176470588234	0.0	0.0	0.264832	0.0	0.030658058823529417	0.029086941176470586	0.0	0.008596117647058824	0.0	0.0	0.0	0.2268365294117647	0.0	0.0	0.020395235294117648	0.04742876470588236	0.0	0.009995529411764705	0.0	0.04687894117647059	0.0	0.037336705882352945	0.007196764705882353	0.0
Mudcatvirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.399202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.309382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.786427	0.0
N4virus	0.0	0.0	0.0	0.0	0.009479	0.0	0.0	0.0	0.0	0.0	0.010079	0.082286	0.0	0.0	0.002552	0.0	0.0	0.0	0.0	0.0	0.012413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006085	45.050181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018154	0.0	0.0	0.0	0.0
Capripoxvirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068871	0.0	0.0	309.451103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.275482	0.0	0.0	0.0
M12virus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.914168	0.0	0.0	0.323887	0.0	0.0	0.0	0.0	0.0	16.710113	3.225909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eiauvirus	0.0	0.0	0.0	0.0	0.0	0.0	6.859073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jerseyvirus	0.0	0.0	0.0	0.0	0.037116333333333335	0.0	0.0	0.0	0.0	0.0	0.0	6.800406333333334	0.0	0.0	0.0	0.0	0.0	0.198875	0.0	4.765809333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3066463333333333	0.0	0.0	0.19323666666666664	0.0	0.0	0.0	0.020142999999999998	0.0	0.0	0.0	0.0	0.0	0.019120666666666668	0.0	0.0	0.0	0.0	0.0	0.059713666666666665	4.43006	0.0
Rslunavirus	0.0	0.0	0.917842	8.844487	0.618545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.647299	10.683683	0.0	1.392022	0.0	0.0	0.0	0.0	0.116197	0.0	0.0	19.572773	0.0	4.332162	0.0	0.0	0.0	0.0	1.05399	1.84331	0.0	0.0	0.0	0.989437	0.0	0.0	0.042253	0.0	0.0	0.0	0.0	0.232394	0.0	2.749414	0.0	3.132043	0.0	18.877351
P22virus	91.39195824509804	0.11420164425770307	0.2339335714285714	0.0	0.5960798268907562	4.221864904201681	0.9315928159663865	24.224528322689075	3.3937510154061625	0.0830340238095238	27.884734521008404	56.42093799915967	3.280490111484594	0.27011753361344537	0.9577301042016806	0.010407285714285714	6.548586238095238	10.07350467282913	11.477588033893557	1.0343863924369747	0.10228456162464986	0.41767804061624647	0.1513249117647059	0.14108884453781512	0.010769714285714285	1.0179718095238095	3.388968273109244	0.3679210238095238	16.476567257142857	4.08687868767507	0.02250007142857143	0.16665081540616244	42.977786333333334	0.0069208571428571435	0.39737046918767505	5.307258672268908	2.4053841714285715	0.4841308781512605	43.75617984425771	0.125593731092437	0.5603683226890755	0.23278519747899157	0.17402742857142858	1.3527544364145658	0.006448857142857143	1.1052139677871147	13.527391768627451	3.988019028851541	2.420641770308123	1.892971230252101
Olsenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T4virus	500.79745625	15.052897083333333	57.78270133333334	5.090844927777778	29.430875611111112	19.32958936111111	23.867806516666665	51.272204638888894	854.2472205	23.991868127777778	498.18346608333337	55.39348501666666	85.99328819444443	5.526033361111111	34.72001173888889	36.088917888888886	49.23526119444445	81.09213094444443	109.03226684444445	27.124007861111114	17.67214702777778	13.319565388888888	136.7711204722222	9.334713083333334	21.40640361111111	36.6995241	982.3704131666667	18.605622916666665	52.85754408333333	106.44781474999999	1.4661480277777776	14.266701194444448	580.5269602222222	4.097359694444445	15.710087194444444	38.88209407222222	20.60150218333333	25.519192361111113	617.8340347055555	2.4974318166666665	13.083293972222222	20.438815722222223	59.95879625	85.50738944444444	102.78658363888889	49.66399036111111	45.50964675555555	24.242670850000003	30.144005194444446	17.00060985
Lactobacillus	0.0	0.0	0.0	0.0	0.025519	0.0	4.7497822356321855	0.184953625	0.0	0.0	0.0	1.0091811187739457	2.17617575	0.0	0.0	0.0	0.0	0.0	0.0	0.0002183007662835249	0.0	0.0	0.00051577969348659	0.0049822892720306515	0.0	0.9835615454980843	0.0	0.0	0.0	0.0	0.0	0.0	0.044014125	0.0	0.0	0.0	0.0	0.0	0.00033856513409961686	0.3124674564176245	0.0	0.0	0.0	0.0	0.0	0.0	0.04629625	5.618436000000001	0.8874063750000001	0.0
Parvimonas	0.004461987012987013	0.003886272727272728	0.015622428571428572	0.0024723246753246757	0.0013851948051948053	0.0961647922077922	0.004436090909090909	0.0005814155844155845	0.00015724675324675327	0.0007317142857142857	0.0005281818181818182	0.0003657402597402597	0.002900272727272727	0.0008181428571428571	21.20247674025974	0.02562707792207792	0.003167935064935065	0.0030772077922077926	0.0027662077922077917	0.002703038961038961	0.0037701428571428578	0.01942798701298702	0.022786662337662338	0.0007941948051948052	0.0	0.0030019870129870127	0.02924420779220779	0.0021805584415584417	0.001793506493506494	0.0038209350649350644	0.0005248441558441558	0.020370116883116886	0.005853428571428571	0.003273714285714285	0.002973441558441558	0.03047494805194804	0.08652066233766234	0.11513337662337664	0.016090584415584416	0.0035476493506493506	0.0006988311688311689	0.001317701298701299	0.00421025974025974	0.00455777922077922	0.0005043766233766234	0.0020926753246753253	0.009157714285714285	0.002031350649350649	0.001490818181818182	0.013016441558441554
Lymphocryptovirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.304208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T7virus	216.121245	0.158479	1.389857	0.1055965	3.510304	7.650558	2.773376	12.362915	369.596715	4.179702	283.392248	27.236926	58.397504	0.625198	4.6988270000000005	0.0513085	10.537596	29.91363	61.998416	6.672744	0.919968	1.361331	0.775753	0.10935	0.0	2.8122	405.564227	2.410273	30.855785	32.269413	0.158479	3.798458	281.587967	0.0	2.911254	5.795563	0.158479	9.571219	307.570563	0.046154	3.999999	0.475436	0.939779	7.716604	0.0	1.570522	22.732168	5.577656	6.835181	2.950079
Alphaentomopoxvirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.113175	0.0	0.0	0.0	0.0	0.152378	0.0	0.0	0.154469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.304496	0.0	0.0	0.0	0.039728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.409827	0.0	0.0	0.0	0.0	0.0	0.0
Aggregatibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.11908700000000001	1.1655820000000001	0.0	0.0	0.06624414285714285	0.0	0.1188067142857143	0.017170285714285714	0.0	0.0	0.09512514285714287	0.0	0.0	0.0	0.0	0.0	0.12954085714285715	0.0	0.0	0.11598614285714286	0.0	0.7701795714285715	0.0	0.04411028571428571	0.0	0.0	0.0	0.0	0.0	0.156059	0.0	0.0	0.0	0.0	0.0	0.8321948571428572	2.1228192857142854	2.467624428571429	0.0	0.18843085714285715	0.0	0.08116885714285714	0.0	0.24385300000000004
Phifelvirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049146	0.0	0.0	0.0	0.098169	0.0	0.0	0.0	0.073473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024573	0.0	0.0	0.0	0.049146	0.0	16.827865	0.0	0.288856	0.0	0.0
Enterobacter	0.3796371449925256	0.005158430493273544	0.005860717488789236	0.00026295515695067267	8.920386640508205	0.002135247384155456	0.01570072197309417	0.00790069058295964	0.19915472944693566	0.003998387144992526	0.1801678333333335	0.028608154708520187	0.13280080866965605	0.0001227660687593423	0.0018783998505231693	0.010340237668161435	0.02699103811659193	2.957881898355755	0.12356682810164415	8.180001707772792	0.02443716367713004	0.0019685201793721973	0.04191519357249622	0.00018887518684603888	0.0	0.001709193572496263	0.6496764910313902	0.005023677877428997	1.5534034790732436	0.09899287518684609	0.006558140508221225	1.1825850470852015	0.10987690732436471	5.6316143497757846e-05	0.01266913079222721	2.2419889985052337	0.002846690582959641	0.5150937212257103	0.1384063834080717	0.021506553064275048	0.004589186098654709	0.20264967638266082	0.04283587070254114	0.5668695216741405	0.0010158340807174889	57.28354373766814	0.011458298953662183	0.003508111360239164	0.011168932735426008	0.0037979319880418537
Twortvirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1543716666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14228766666666667	0.0	0.17047400000000001	3.5135243333333332	0.0	0.0	0.0	0.0	0.0	19.726671999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.556809333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neisseria	0.0	0.0	0.564059	0.0	0.0	0.0	0.1063595	0.0	0.0	0.0	7.1679405	0.0	0.0	0.0	0.0	0.0	0.0	0.389493	0.0	0.0	0.0	0.0	0.446146	0.0	0.0	0.0	0.0	2.7054460000000002	0.0	0.1902415	0.0	0.0	0.0	0.0	0.0	0.738095	5.0330010000000005	0.0	0.0	0.337302	0.0	3.399664	0.0	0.0	1.774945	0.10941	0.0	0.780045	0.0	0.731859
Betafusellovirus	150.00422	0.0	1.240402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78192	0.0	0.222768	0.0	1.507589	0.575893	0.0875	0.0	8.656695	0.0	0.0	0.0	1.057366	0.133036	0.0	0.0	0.0	0.0	0.089063	0.0	0.0	0.0	0.0	0.044643	0.0	0.0	0.089286	2.060714	0.0	0.0	0.0	0.0	0.089286	0.0	0.089286	0.441965	0.0	0.219643	0.089286
Adlercreutzia	0.5339888030495552	0.9243800406607363	0.037201799237611174	0.17095974332909786	0.3338097649301143	0.023499606099110542	0.3944926010165181	0.000313725540025413	0.0025593748411689957	0.007275607369758578	0.0018261931385006357	0.02965643074968235	0.0010646823379923762	0.022648655654383735	2.202477340533673	0.7747694015247785	0.2045058869123253	0.7107204421855148	0.0011007115628970776	0.5550661562897078	0.28835353875476455	0.00044454764930114356	0.0011790546378653113	0.0014718106734434562	5.721219822109275e-05	0.00044183481575603564	0.0017223926302414232	0.0031451130876747144	3.014533447268106	0.4977693939008894	0.23359636467598474	0.0011056099110546378	0.0007720444726810673	0.06881152096569246	0.000888259212198221	0.22364013468869115	0.0017894841168996187	0.0008386493011435831	0.0	2.6110887522236346	1.2061947090216016	0.24278883735705217	0.37002305463786545	0.09212857941550184	0.017116287166454892	0.0016652198221092762	0.9114422414231264	7.169758576874205e-05	0.4945054078780179	0.42259036467598426
Cyprinivirus	0.0	0.0	0.0	0.0	0.0	13.26673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.457746	0.0	0.576942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1915	0.0	0.0	0.0	0.0
Actinomyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalitalea	2.530111466666667	29.154345000000003	3.2396566666666673	3.507944066666666	1.2630038666666665	1.3258320666666668	1.5210171999999997	1.946468333333333	3.644229733333333	3.2194958000000002	12.156013199999999	2.1268816	3.1954268	8.0290852	26.673838400000005	3.8673258666666666	5.194480666666667	1.7361212	2.032467066666667	8.085199	2.059384066666667	6.920315733333334	17.52674366666667	1.9465609333333334	1.8794621999999999	1.3019161333333333	1.1460313333333332	5.571518133333333	14.425178466666663	2.9127950000000005	0.47657	1.000951	9.520804066666667	0.6029257333333333	15.431811533333335	7.460843400000002	5.474335533333333	3.6168044	2.1609458	3.313559333333333	1.1599600666666665	2.4267358000000003	13.890755133333332	4.8820706000000005	3.3940626666666662	21.32310533333333	10.261285200000001	9.355754866666667	4.4151815999999995	2.4585396000000004
Kluyvera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.072508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Odoribacter	0.011510894206549117	0.041455459277917724	0.8410233979848869	0.8716728900083972	0.0028576255247691014	1.2292038236775826	0.34981254743912676	0.5137585978169602	0.026751093198992444	0.16449317632241814	0.01569097732997481	0.1066468975650714	1.6484287447523107	0.021765331654072205	0.33141323173803516	3.1214187355163747	0.4352059412258612	0.24505142149454218	0.0015974055415617127	0.07925489168765751	0.7705578900083958	1.1104920075566724	0.00977361544920235	0.06458845256087319	1.7268036288832906	0.0132205516372796	0.0016538278757346765	0.0033776448362720403	4.813838672544083	0.20759077581864	0.09877245424013437	0.0053526599496221666	0.20200954492023493	0.8544517531486125	0.02268019311502938	0.05037236943744752	0.01837862216624685	0.7266363996641473	2.6768043064651557	0.6434423534844668	0.007533248530646514	0.03340233921074726	0.029611977329974812	1.2556909706129304	0.017899075566750626	0.0025821460957178837	0.02931291351805206	0.008719468513853903	0.47942458690176304	0.091443704450042
Se1virus	5.549426	0.019849	6.0775654999999995	0.0	0.0	1.052451	4.8466155	2.9086435	0.018956	11.4418395	0.49472799999999995	0.04739	0.0	3.4641509999999998	0.053878499999999996	6.972857	0.0797735	0.6103415000000001	0.0	0.5033245	0.671721	0.3609965	25.0962155	0.0099245	2.8379145	0.5547335	0.2776895	0.0096765	1.421199	0.0	2.437722	12.0197495	0.018311	0.0766435	0.09607	3.64188	0.197499	0.0679835	0.0280865	0.1678745	12.437376	0.069422	0.128974	4.953424500000001	0.0	4.8012895	0.0099245	1.685654	0.1040095	9.588378
