genus	sample_00	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08	sample_09	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49
Lentivirus	0.007527055555555555	2.0333645000000002	0.1487408888888889	2.3726066111111113	0.29935194444444446	0.09487283333333332	0.05460661111111112	63.162764333333335	0.6248319444444445	1.9660781111111107	2.280095888888889	0.2639539444444445	0.14880516666666666	0.07468444444444444	0.5579497222222223	0.9977588333333335	0.0306615	0.7156571111111111	0.5112131666666666	0.18011205555555554	0.008384222222222222	0.009007222222222222	0.01010588888888889	0.2083367777777778	204.4974606111111	0.2042532777777778	0.15732055555555555	0.9259014444444443	14.645493666666669	0.4065763333333334	0.01802927777777778	1.3342110555555555	0.02030733333333333	1.5906569444444445	0.10339811111111111	0.2293795	5.566751666666666	0.1404675	58.154925666666664	0.3974390555555556	16.105611444444445	0.13336122222222224	0.02849605555555556	2.0502298333333333	0.031856999999999996	94.76333594444445	0.1029536111111111	0.08075749999999998	0.05320366666666667	0.05912944444444444
P22virus	0.530035	30.80562151984127	1.1725973968253969	0.897267	0.26528039682539684	0.12503990476190477	14.065962666666668	58.65387635714286	0.2592352063492063	2.745690416666667	4.010740527777778	1.305343746031746	0.616816257936508	9.028327511904761	0.16119034126984125	7.945327420634921	0.00980575	0.5585780753968255	0.2047415	0.7899665714285714	30.43664273015873	0.21387842857142858	9.43741032936508	0.0	77.43811697222223	0.47741335714285715	57.38501951190476	0.34544921031746034	10.487742404761907	0.5885963809523809	0.006990071428571429	6.841292182539682	0.05598815476190476	0.2690629126984127	0.19529396428571427	0.733266380952381	8.872720630952381	2.0050134365079364	0.6525472341269841	1.7155675555555556	1.6315454285714286	0.21167199206349205	0.9508193333333333	0.1393677857142857	0.5446272817460318	333.93649942063485	0.4711011388888888	11.722234821428572	56.12669282142857	93.52435721031746
Klebsiella	0.037609118442622956	0.905094577478533	0.9962169700284685	0.0006307098360655739	6.596085393779269	0.3535751720799179	0.019285886594945373	42.39592048509221	0.05331102235314205	0.006757791342213114	0.025975207838114762	0.8355282703161594	0.17139323765368847	0.0030219508025956287	0.33206922240437164	31.32656212145052	0.2833762259904375	3.231133613346502	0.0011703633879781422	0.045881151912568315	2.7834041893169705	0.0007000081967213115	0.3498109477922521	0.5380192600873913	138.07805594676037	15.222807683535816	3.061410859645784	0.7421378976897932	0.12863327932035518	0.16968404998292344	0.1711011098360656	0.010052955191256832	5.974820591005846	72.60755776949131	0.00695952349726776	0.020579078944672133	32.22530292295756	0.5934154047814207	0.05589791079966819	0.1746104131489071	0.6871260893613386	2.25244321500911	0.1631228898931498	0.023504555737704925	0.06464747940573765	0.0779612575844067	0.026731502698087408	0.6022489688914912	0.09469436948428948	0.10122795245901638
Acidaminococcus	0.00040880000000000007	0.26616775217391303	6.416521739130435e-05	0.0450935	0.03940183043478262	0.21877278695652175	0.27809610434782606	0.0005924565217391305	0.0029709260869565214	0.000743704347826087	9.754116056521738	2.2700514521739126	0.0024134695652173917	0.0023730608695652173	0.04229250434782609	2.3267225000000002	0.14458216956521744	0.14888039565217392	0.015796639130434786	0.646615195652174	0.10114257391304349	0.006414769565217392	6.42086956521739e-05	0.0	0.0014283608695652174	0.046278591304347805	9.387066452173917	0.010010843478260867	0.24427544347826083	6.453043478260869e-05	0.008806895652173916	0.0015183869565217392	0.000957391304347826	0.06491637826086956	12.957250739130433	0.005297626086956522	0.027697234782608687	10.977701769565215	0.11826142173913043	0.013795578260869565	1.8308695652173915e-05	0.08274518695652175	0.003985108695652173	0.0010548434782608697	0.005421056521739131	8.253269182608696	0.00032133043478260867	0.04638798260869565	0.04658151739130434	0.003899347826086956
Sk1virus	0.0	0.0	2.020977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Epsilon15virus	7.875700513157895	11.846678269736842	2.1869133684210524	0.10426	0.8927995219298246	1.655557532894737	2.0092355065789476	42.225845008771934	0.13027101315789474	4.895812276315789	4.921637690789474	7.370068184210527	2.535443717105263	5.108967375000001	3.0496937434210527	6.451918219298245	134.50289829824564	1.200128572368421	0.0599515	2.5232049078947365	6.644452390350876	3.5304355592105265	25.65257084210526	0.9526325416666668	50.58520880482456	6.279126782894736	19.581468546052633	1.6508276710526317	43.08675422807018	2.976756677631579	3.2141064736842098	4.194121842105263	0.08510965789473685	37.77871783333333	7.470197421052631	0.41519433114035087	5.006819271929825	14.715980565789472	3.6441880657894736	2.303791052631579	4.468882539473684	0.48469852192982454	0.22544488157894735	0.54810825	0.3591369978070176	51.359529092105255	0.5990490657894737	1.9712935197368422	85.31575699342106	6.942509714912282
Orthohantavirus	0.0	0.188213	0.0	0.0	0.379278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187262	0.0	0.186312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173955	0.0	16.889735	0.181559
Proteus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alphatristromavirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.155737	0.0	0.0	3.103276	0.0	0.0	0.0	1.130601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1388	0.0	0.0	0.230601	0.0	0.0	0.0	11.938258	0.0	0.0	11.308745	0.087978	0.0	0.0	4.399453	0.0	21.599452	6.4235	0.0	0.0	0.0	0.0	3.951912
Simplexvirus	0.851057	9.342708	3.485941	0.129106	3.4618260000000003	1.2910840000000001	5.847949	105.83882	0.835971	12.197122	3.083451	44.006508999999994	3.378603	0.7033450000000001	0.441301	22.91091	480.976828	3.198479	0.0	0.279137	5.251799	1.543886	84.916724	0.0	193.058695	0.269065	42.911342	2.656014	7.955989	4.447680999999999	0.34988400000000003	4.42822	0.0	3.140349	0.632845	1.116841	21.919949000000003	1.171562	4.00874	7.166961	15.601431	1.176605	0.575539	27.121115999999997	0.545324	172.06562399999999	1.966906	5.594248	32.460164	19.448009000000003
Christensenella	0.0	0.0	0.193878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.680272	0.0	0.318027	0.678571	0.0	0.0	0.0	0.0	0.0	1.937075	0.0	0.0	0.583332	0.0	0.340136	0.0	0.0	0.0	0.0	1.331632	0.0	0.0	0.0	0.0	0.0	1.188776
Methanobrevibacter	0.009308072423398333	0.3489529999999997	0.0	0.006875537604456826	0.0037891002785515326	0.00014726462395543176	0.040659465181058486	0.00028796378830083565	5.0715877437325906e-05	0.0	0.0005686211699164346	0.004318484679665738	0.003314785515320334	0.0	0.0	0.0004215153203342619	0.0003116128133704735	0.0	0.0	0.009245239554317554	0.00028640947075208917	0.10946789136490252	0.01905025348189415	0.008804785515320334	7.712813370473538e-05	0.0	0.011565097493036209	0.0007057298050139277	0.0008037047353760445	0.03994633147632313	0.00011834540389972145	0.0	0.048274846796657375	0.23759708077994426	9.69487309470753	0.18627206406685243	0.0008535515320334262	0.00034532033426183846	0.13958493593314747	0.0	0.0	20.466311707520894	0.0005648050139275766	182.16736232590523	17.958164835654603	0.47443204178272963	8.759888579387187e-05	0.023854270194986076	0.0	0.004476033426183845
Obesumbacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dehalobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.257879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterovirus	0.0	0.0	0.0	0.0	0.750938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.250313	0.0	0.0	0.250313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rb69virus	0.0	12.00032	0.0	0.0	0.0	8.927334	0.123855	0.0	23.733959	0.0	0.0	17.652129	67.023069	0.37346	0.063191	0.0	0.106793	0.0	2.712479	0.0	0.0	0.362402	1.246129	0.0	0.0	0.062243	0.0	0.884677	0.723539	0.126382	0.0	0.0	0.0	0.0	1.369353	0.0	10.299842	2.562086	0.0	42.26952	0.0	37.248656	0.0	0.439811	23.088156	0.126382	0.061927	0.11248	15.86698	0.045182
Betaentomopoxvirus	0.0	0.0	0.253778	0.7926920000000001	1.5414800000000002	1.411299	1.840716	0.0	2.195035	0.081416	1.313955	0.607903	0.45263499999999995	0.0	2.039388	0.400841	0.0	1.31649	0.0	0.027229	1.239892	0.101317	4.838362	0.485437	0.0	1.570117	3.417019	1.761442	38.485147999999995	6.7250499999999995	0.269708	0.0	0.101317	6.000756999999999	1.489868	0.101317	3.679829	0.183005	1.054911	0.394631	0.0	0.494428	0.163376	0.670388	0.21239	5.623474	0.078829	0.469604	25.131657999999998	0.101317
Sp6virus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0374815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.86624999999998	0.0	0.0	0.0	0.0
Hp1virus	0.0	0.0994986	0.0	0.0	0.2759218	0.0244798	0.1522014	0.0	0.0	0.001166	7.345620200000001	0.016939199999999998	0.0	0.0244798	0.0	7.824369	0.0080384	1.2073079999999998	0.0026634000000000002	0.0	0.0	0.0	0.0428572	0.0	0.1002504	0.046864	0.10678479999999999	0.501253	0.0	0.34586459999999997	0.34413320000000003	0.0	0.0	0.222207	0.25164539999999996	0.0	0.0075692	0.5064458000000001	0.049874600000000005	0.0	0.0	0.0	0.0	0.002477	0.0	0.00138	0.0244798	0.013351199999999999	0.0	0.0168426
Intestinimonas	0.011938941666666666	0.16832737708333337	5.653393539583333	1.3896771708333342	1.0275077895833333	0.7517006958333329	0.06928877708333332	0.004747318749999999	0.8812277333333335	0.023012260416666666	0.054383870833333334	0.6104842104166668	0.9348086999999996	0.044676402083333344	0.5418829354166665	0.007694416666666666	0.10585877083333332	0.07246342916666662	0.08371847083333334	0.11406617916666666	0.3064637791666668	0.019547422916666668	0.08101896666666672	0.43393453749999983	0.0912364458333333	0.35635352916666646	0.2840403166666666	0.14334220833333333	0.024272156250000003	0.1264789208333333	0.19472420416666666	0.06157747291666667	0.024624218749999996	0.7280355437500005	0.9187384937500007	0.28341784375000023	0.2895907604166666	0.49112374583333346	17.14772282708333	0.01137076041666667	0.008363864583333333	0.3211598729166667	0.5937298875000007	0.21347842083333335	1.8565510083333336	0.03934177916666668	0.021118327083333326	0.1608770374999999	0.015520589583333326	1.6951427249999995
Cp51virus	0.0	0.45056424999999994	0.22205125	0.009584125	0.34612875	43.031470125	0.08498975	0.223844625	1.751924375	0.006022625	0.004351	0.050924750000000005	0.6087544999999999	0.0	0.37809775	0.14979800000000001	0.198571625	0.014253875	2.811667875	0.353649375	0.00366275	0.0201825	0.480426	0.726239625	0.0	11.708583125	1.588781875	19.130743874999997	0.042407625	13.19658375	0.047702375000000005	0.0	0.11383625	4.427437625	5.08981125	30.131356125	0.00889875	1.559255875	1.52296375	0.0	0.0	0.109107875	0.218255625	16.590022500000003	2.67801325	0.13789362500000002	0.0	0.09936875	0.01966575	0.357829625
Petrimonas	0.0	0.0	0.0	0.713649	0.0	0.0	3.780556	0.0	0.0	0.0	0.0	0.178412	0.0	0.0	56.341667	0.0	0.0	0.0	5.400536	0.0	0.0	0.0	0.0	10.773418	0.0	0.0	0.0	24.994638	5.462088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alistipes	0.15685686511642777	3.7206140955216322	14.18124138065634	1.5024610027797005	4.436940691136366	0.009908645447823635	0.2580527963188428	0.00065167811486278	0.3951327552126331	0.00806853895472146	0.03457993910510324	1.7174953467870837	2.33543493005579	0.02168235327768373	3.5842383248357885	0.00886617729485116	0.5293816674102362	4.1697101909404015	1.7230554516832477	0.023885502764412047	7.311301915231647	1.0736198210275987	2.2043106199426807	8.582721825940725	1.2454888429955717	4.436419762580228	2.231013874249133	1.3144661632240073	0.3802625941901478	2.779397872991322	3.655241777284844	0.19953261930474134	0.31737303775389086	7.334432104645985	0.3442814912634016	0.021391730997273116	1.0949617573015775	1.8614860978954915	3.7749267062301413	0.9701430794480064	0.07091006518119478	6.24501912721993	1.8573769439014762	2.033286184897329	1.9081403358739792	0.020187156659745215	0.11831576152116324	16.713256029553786	0.05179946789168064	7.120153163813301
Kosakonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Begomovirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.281949999999998	0.0	6.7369275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1142544999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011418	0.0	0.0
Rotavirus	0.3499663333333333	0.1764106666666667	4.914663999999999	0.0	0.023492333333333334	1.6427380000000003	7.3202576666666666	323.0848823333333	0.0	0.0	48.823958000000005	0.04976933333333333	7.094679666666667	0.7333029999999999	3.6805233333333334	0.135699	0.149489	28.429789	0.016408333333333334	8.045928333333334	0.0	0.030540666666666664	0.35814866666666667	13.923569666666667	0.0	0.259487	0.05169966666666667	0.061152000000000005	16.841037	3.0019566666666666	0.145753	14.875389666666669	1.7924463333333334	0.0	0.019894333333333333	0.0	32.106328999999995	0.0	0.8311636666666665	0.21912966666666667	0.0	0.021515999999999997	2.509570333333333	0.7475149999999999	0.7671006666666668	0.04438966666666667	0.05299433333333333	0.5078636666666667	0.013955333333333333	17.231748
Bifidobacterium	39.71475733237264	140.955491275999	61.16000001073535	8.948705784346037	33.99608829542607	19.88233410909173	34.774861653787966	0.694322218012435	0.7745931546108473	1.0294820892238736	205.468546465323	1.185320830122013	11.643424940257834	17.311855124724573	1.7067200001981255	17.014500387180487	3.955725147232328	9.629561926048243	0.1962468366697922	0.4457887932879123	343.45183030325575	4.619543969889315	209.11292220396805	3.801448984522879	63.45420152997087	4.08191427063758	17.2684110078912	12.231962398544967	28.56411496879724	25.44116971202496	0.7233525636910729	1.5595687141584584	0.6270131973002377	1.3737917922643237	58.55943250971802	92.89612461121997	8.157819476765232	8.959974465352474	172.44463458465393	19.43092932031492	0.3268534001718542	1.4267670688472158	87.8744722569647	272.66498422095714	2.148360077198446	31.842265378210843	142.2473278652584	0.5315839023089733	45.098327983572595	4.1693915763094065
Catovirus	1.133909	0.134869	0.190789	0.802495	0.188048	0.131305	0.129386	11.127605	0.466008	12.379385	3.127742	0.0	0.136102	0.027412	0.027412	3.619106	0.155427	0.027412	0.025082	1.000274	5.762201	0.0	1.082237	0.0	4.016586	0.21779	0.429003	0.0	0.564555	0.628701	0.0	3.081007	0.027001	7.886105	0.0	12.942161	0.027412	0.0	5.394879	8.610469	0.283717	0.0	0.082237	0.162966	0.082237	0.027412	0.027412	0.473822	0.560581	0.054276
Muromegalovirus	0.060697999999999995	0.43655620000000006	0.0429584	0.0	0.200408	0.8006386000000001	0.0	364.7014676	0.9549948	0.0	2.2648934	1.0776976	2.3948186	0.1819424	0.8770348	1.7509398	0.027057199999999997	8.922313	0.0	0.047751999999999996	8.262276	0.0	0.104342	0.027057199999999997	295.46414300000004	0.27430839999999995	0.20149239999999996	0.244772	88.3968434	5.7114394	0.0	3.6191048	0.0300456	0.5250962	0.48398060000000004	0.35217160000000003	3.021424	0.936415	5.9766234	0.0143686	22.206010799999998	0.2123976	0.696191	0.705438	0.0	409.61010120000003	0.8284499999999999	3.914076	0.333999	0.2644914
Orbivirus	0.0	2.335737	8.109989	0.072004	0.142686	1.018031	0.220699	0.141363	0.0	0.0	0.150138	0.095324	0.0	0.045799	6.529751	0.0	0.0	10.720348	0.190528	0.0	0.099531	0.0	0.024041	3.553553	0.095324	0.0	0.021036	229.799376	0.048083	0.19738	4.796971	0.6096929999999999	52.567686	0.397778	13.434368	1.248459	0.33838399999999996	0.292826	0.023681	0.0	0.0	12.617738	0.024041	0.0	6.129583	0.069239	0.024041	0.023921	0.301478	2.9807289999999997
Homo	0.05534304761904762	0.0	0.016459500000000002	0.0	0.059599571428571425	0.025459000000000002	0.003791333333333333	0.0	0.003946333333333334	0.00911047619047619	0.022230785714285713	0.0	0.028733619047619046	0.011769261904761904	0.011991119047619049	0.01294761904761905	0.011720452380952382	4.905863238095238	0.011020904761904763	0.004119285714285714	0.017070119047619046	0.0	0.04539407142857142	1.6861393095238089	0.0	0.01608504761904762	0.03953661904761905	0.028729714285714286	0.024098619047619046	0.018076690476190475	0.03854307142857143	0.4021388571428572	26.309535428571426	0.11683480952380952	0.04073314285714286	0.07955350000000001	0.045770619047619046	0.024339095238095236	0.026207095238095238	0.014942309523809524	0.1749318333333333	0.0	0.14767176190476192	0.10145633333333334	0.11971892857142857	0.01703802380952381	0.012889642857142856	0.010663809523809523	0.03109026190476191	1.4052122857142855
Whispovirus	0.0315185	0.027539	0.0	0.0	0.43357799999999996	0.029449	0.0313595	53.0451815	0.0	0.0	1.6869995000000002	0.0	0.0	0.0	0.0	0.031837	0.0	0.0	0.0	0.0313595	0.0270615	0.0	0.234002	0.031837	0.0	0.49989300000000003	1.8852915000000001	0.0	0.0	0.094874	0.0	0.0	0.0	0.0	0.0	0.5530725	0.0510985	0.39912	0.031837	0.0	0.0	0.362623	0.0	0.374085	0.0	314.1241615	0.029449	0.0	0.0227635	0.0
N4virus	0.0	0.08940866666666665	3.9365206666666666	9.124216333333333	22.081154333333334	5.707114333333333	0.0	0.0	0.0	0.044893333333333334	0.0	65.94123666666667	0.0	0.979124	8.729445	0.0	0.0	2.0406283333333333	4.483693333333334	3.9030043333333335	0.0	0.044893333333333334	79.10365733333333	7.936949333333334	0.023615666666666663	0.0	3.8976396666666666	70.04333166666667	0.09410800000000001	6.950759000000001	4.214161666666667	0.0	0.541058	4.994643333333333	11.689237666666665	0.068509	0.0	0.25428066666666665	5.245112333333334	0.023615666666666663	0.0	20.97180566666667	19.006998333333332	7.103303666666666	0.0	2.1443316666666665	0.022552666666666665	0.015822333333333334	0.0	0.7313133333333334
Aeromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alphapapillomavirus	0.186837	0.0	0.0	0.0	0.607218	0.0	0.0	0.0	0.0	0.205945	0.0	0.0	0.0	0.0	0.0	0.0	0.212314	31.404463	0.212314	0.0	0.212314	0.0	0.211253	9.098726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.877917	192.812035	0.0	0.0	0.996815	0.212314	0.0	0.0	0.0	1.012739	0.0	0.808916	0.806794	0.208068	0.212314	0.205945	0.0	0.0	5.71656
Jerseyvirus	0.0	0.9277264999999999	0.0	0.0	0.163178	0.0	0.0	5.5730785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0021765	0.0	0.0	0.0	0.0	0.096154	0.0	0.0	0.0	0.9572115	0.0	0.0572115	0.0	0.0	0.067024	0.0	0.0	0.0	0.0	0.0	0.49762900000000004	0.864818	0.2010725	1.043565	0.0	3.0978545	0.0	0.0	0.049598	0.0	0.0	0.0646785	0.0	0.133378	0.0
Romboutsia	0.005476666666666667	0.05884382456140351	0.18006340350877192	0.13640749122807017	1.386627631578947	0.18545445614035086	0.04322029824561404	0.0	0.0031412456140350875	43.905704280701734	0.19343200000000002	0.901697807017544	0.190568	0.01183757894736842	0.013457456140350878	0.9625244385964911	0.05280850877192983	0.30176963157894743	0.011113912280701755	0.04242945614035088	0.10763407017543862	0.0	0.06131005263157895	0.19949694736842102	0.0	0.35829742105263157	1.0856437543859645	0.7109280877192985	0.00984222807017544	0.0	0.1203794561403509	0.0	0.25252163157894736	0.02814424561403509	0.4946104385964912	3.6108089649122808	2.0757223333333332	0.08786814035087721	0.5249314210526316	0.12528903508771927	0.010065298245614035	0.013049982456140351	0.25703152631578946	1.0680125789473685	0.10542638596491229	2.8945373333333335	0.012270877192982456	0.0	4.511818245614035	0.3310805438596493
Indivirus	0.690608	0.82097175	10.3011745	0.1754685	5.39910675	0.89401525	1.9904597499999999	0.03286	4.303738249999999	2.6255569999999997	9.542295	1.1468435000000001	1.2843650000000002	0.29373675	0.8884565	0.13926850000000002	0.11524325	44.105188749999996	0.55387575	0.00367975	1.5610325	2.6418410000000003	0.31601475	6.775879	0.4555705	0.40520924999999997	0.00581075	0.5728335	1.3738475	0.899241	0.59089625	4.67859375	0.20756875	1.3008804999999999	2.1388115	5.50425425	0.62452975	0.25912925	2.5577389999999998	23.893977	0.020849250000000003	1.39968775	0.885635	1.268721	3.6441175	0.012506	0.02458325	18.13836275	0.27392350000000004	3.86814475
Olsenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02175676923076923	0.0	0.0	0.0	0.0	0.037581717948717945	0.0	0.0	0.0	0.0	0.0	5.686753666666669	0.0	0.0	0.0	0.0	0.0	0.006555102564102564	0.0	0.0	0.0	0.0	0.0	0.02064076923076923	0.0	0.0	0.0	0.02893628205128205	0.0	0.0	0.020036615384615385	0.0	0.006120538461538461	0.0	0.0070539230769230766	0.0	0.0	0.0	0.0
Bpp1virus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.138985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T4virus	13.860644512820514	107.4452607126984	32.62488554615385	7.628077111111112	24.9965474035409	9.729384578510379	55.96733563504274	394.92757050000006	36.122144994871796	48.027068635897436	78.55186600769228	33.07286372625153	37.83049222564102	28.768533784981685	32.99943291257632	90.61026984102564	1064.1081294882786	58.834521354578754	5.897031560683761	8.623902883150183	31.181288288034185	4.5456441282051285	273.0713599119658	6.966666805128206	544.2522028666667	11.263036573382173	139.11058444139195	28.54363175787546	41.870713226251524	64.39689128608059	6.910112106959707	7.380671776923076	3.229246205860806	58.399333680586075	57.61182578327228	23.290439173626368	47.02910962893774	30.599486572161176	230.74628171733823	22.28305264908425	64.1859715871795	11.22739632918193	46.316122913675216	170.30883704529919	26.068938362881568	565.4876302212455	18.56317283882784	15.423975158119658	88.57444878315019	84.1743423065934
Lactobacillus	5.890611236598639	10.031010756190476	8.816744	6.235595853741497	13.607843	0.45228322448979597	0.3995125495238095	0.3987772982246558	2.952909244217687	6.9670290800000005	17.78540864697279	5.52985575	3.668175	4.519749343265306	1.162142	0.008791831292517007	2.190942637959184	0.14178	1.045459974489796	1.223543168707483	39.66210374	0.0030652108843537418	56.705528205782315	2.1247247789115646	2.6436715602040817	2.079188	53.00622327084453	7.04434031632653	0.15107387931972788	3.3446981354421768	0.00046736734693877545	0.0	0.15121125	28.25018800185167	5.780544	6.65849575	2.230196037414966	8.094204784897958	49.188549	0.15251162622448977	0.11627742	2.8272631988435375	18.73402354595238	7.74241638244898	11.839350824761905	0.6114585495238095	8.600170068027211e-05	0.9212794610884354	0.02026209829931973	0.9510894875510204
Parvimonas	0.010103224778761064	0.03922056814159292	1.6974941716814138	0.004451630088495574	0.026762759292035407	0.047010472566371676	0.017152325663716817	0.007246470796460176	4.488272369911504	0.013271049557522126	1.4928713929203536	0.010486021238938053	2.343701046017701	0.08493551504424779	0.005317116814159292	0.04170177345132744	0.019100545132743372	0.6598551292035392	0.21676705132743374	1.0027610973451329	0.016738525663716818	0.00648493628318584	0.05646522123893802	0.004297601769911505	1.0874971858407074	1.5583705557522123	0.011928081415929206	7.531646318584071	0.08377490796460178	3.1271715044247808	0.0047933380530973445	0.11110030973451325	0.1763158336283184	0.00844197168141593	0.015268495575221242	0.09507246194690268	4.65583902123894	0.0056579132743362825	0.1291145061946904	0.02366026902654867	0.016140398230088497	0.04758453097345132	0.03368042831858406	16.41202369557522	0.055776564601769905	0.1128116053097346	0.009156999999999998	0.03857002123893806	0.1297887185840709	1.1287857486725663
Lymphocryptovirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.551105	0.0	0.0	0.0	0.0	0.0	1.10221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.575971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.276243
T7virus	0.0	21.553894	1.942905	0.0	1.626999	0.208645	9.797758	231.580044	1.701175	28.135008	5.021876	5.047491	4.212912	0.213447	0.879402	19.634469	588.195453	2.025613	0.0	0.0	7.439709	1.164354	121.61635	0.0	327.2711	1.595516	62.75346	2.140877	11.680896	6.386873	0.316969	4.004268	0.105656	9.036566	0.064034	0.886873	4.127533	0.839382	7.878335	9.958913	24.116856	1.393275	1.892744	4.816969	0.764675	380.667617	2.750266	9.356456	57.371923	44.904469
