species	sample_00	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08	sample_09	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49
Volepox virus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.236364	0.19596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudomonas phage DVM-2008	0.0	0.08368766666666666	0.02674133333333333	0.004049666666666667	0.179593	0.07208533333333333	0.09524966666666666	97.08059233333334	0.0	0.011015333333333334	2.3678709999999996	0.07305099999999999	2.289138	0.024298333333333335	0.0	0.636803	0.0	0.215224	0.0	0.0040293333333333336	0.7876936666666667	0.0	55.157904	0.0	0.0	0.126276	26.590902333333336	0.05979433333333333	0.019702	0.09181366666666667	0.0038066666666666665	0.003563666666666667	0.012149333333333333	0.03345566666666667	0.0	0.0	0.03472	0.008099333333333333	0.5459103333333334	0.011562000000000001	0.22841599999999998	0.02906133333333334	0.0	0.373203	0.070203	151.94768100000002	0.03807166666666666	4.013439666666667	0.03772	16.923290666666666
Streptomyces phage Lorelei	51.771056	0.804193	5.487636	0.0	5.776515	21.380294	1.899371	0.0	0.0	0.0	0.0	0.083857	0.083857	0.9413	0.644444	4.067503	4.692243	0.0	0.0	0.0	0.0	0.581132	0.0	0.444445	26.862881	0.196226	2.313626	1.962265	0.538784	4.823896	0.0	3.073794	0.251573	0.677987	8.91027	38.345922	5.033121	1.414257	6.507338	6.121172	0.0	0.0	69.155567	34.795811	0.0	8.061632	31.562686	0.146331	5.244444	0.0
Human gammaherpesvirus 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.551105	0.0	0.0	0.0	0.0	0.0	1.10221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.575971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.276243
[Clostridium] symbiosum	0.0	0.0615385	1.309889	2.7325855	0.0	0.057846	0.0	0.0	0.4958585	0.0	2.3198105	0.0	1.6141945	0.0615385	0.06	0.2824695	0.0	0.0	0.0	0.1106195	1.758004	0.0	0.0	0.0	20.619854	0.110619	0.174462	0.0	0.0	0.552082	0.0	4.258035	0.0	6.1731385	0.0	2.8655235	1.3537629999999998	0.0	0.172158	3.9266625	0.0	0.0	0.226769	0.0	0.257888	0.0615385	0.119077	1.713769	0.160103	0.0
Bacillus phage phi3T	0.0380175	0.186187	0.05154125	0.0	0.23466474999999998	0.0	0.017614	0.0	0.0717765	0.0	0.0	0.235989	0.39091275	0.0	10.00490375	0.0	0.0	0.1184565	0.0392315	0.013611	0.0	0.0	0.0	0.181145	0.01140925	4.2564969999999995	0.01961575	0.080064	0.0170135	0.25880775	0.06735375	0.01901525	0.0	1.02434975	0.01841475	0.0	0.3288725	0.8278435	0.20949425	0.0	0.0	0.16713375	0.0120095	0.018715	0.1805445	2.838284	0.0	0.0	0.0	2.10545475
Paramecium bursaria Chlorella virus CZ-2	0.0	0.0	0.0	0.0	0.078725	0.0	0.0	0.0	0.0	0.0	32.133507	0.12331	0.0	0.0	0.0	0.0	0.037581	2.162673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.210535	0.028303	0.0	0.003543	0.0	0.309577	0.0	0.0	0.050381	0.008192	0.0	0.025559	0.0	0.0	0.0	0.0	0.0	0.0	0.020439	0.0	0.0	0.004096	0.007823	0.0	0.036291
Morganella morganii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7232295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9116495000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus virus Sfi21	0.10591866666666667	0.034402	0.003162	0.0	0.014752666666666666	1.89809	0.009895333333333332	4.155798666666667	0.09920633333333334	6.097645666666666	0.0	0.0031303333333333335	0.0	0.302046	0.007376333333333333	0.09581766666666668	0.0	0.0	0.0	0.0	3.4106280000000004	0.044220666666666665	0.12998200000000001	0.0	0.06954866666666666	0.021280666666666666	0.007376333333333333	0.02839433333333333	0.036881333333333335	1.1081079999999999	0.022055	0.36636	0.0	15.903345000000002	0.10235233333333334	0.0	0.006749333333333333	0.0	0.12786933333333333	0.0	0.0	0.025127333333333335	0.5566306666666666	0.0	0.0	0.009486	0.003162	0.043476999999999995	0.033334333333333334	0.007339333333333333
Vibrio phage 11895-B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.236544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidovorax phage ACP17	0.010685190476190477	0.6095540952380952	1.1172689047619047	0.6114857619047618	2.2530477142857146	0.2601489523809524	0.058480714285714296	0.0	0.8779601904761906	0.03189128571428571	0.008602380952380953	0.37806757142857145	0.5646780952380952	0.2961744285714286	0.26653333333333334	0.037717	0.027999571428571426	0.32732242857142857	0.18237714285714285	0.700026380952381	0.17552404761904764	0.07222623809523811	0.25280714285714284	0.06551319047619047	0.963502380952381	0.21133319047619048	0.5401808095238095	0.3382808571428572	3.7298671428571426	2.143371523809524	0.8946729523809522	0.13087857142857143	0.04161028571428571	0.16890695238095238	1.1098339523809524	0.04650833333333334	0.5158370000000001	1.7217531904761907	3.8680226666666666	2.0050680476190474	0.0014276190476190476	0.48985661904761907	2.373621380952381	2.393656714285714	0.3314223333333334	0.01562495238095238	0.0	0.009861857142857143	0.0035417619047619048	2.5720526190476187
Mycobacterium phage Kratio	0.0	0.5968041666666667	1.5271438333333334	0.01914683333333333	0.6705091666666667	0.0	0.730038	0.026004666666666666	2.7834395	0.0	0.06366816666666666	1.2793633333333334	0.9123485000000001	0.0	1.9134788333333335	0.0	4.316326166666666	0.1594795	0.04966966666666667	0.0	5.160866666666666	0.0	0.013667499999999999	0.3730696666666667	1.2814358333333333	2.610694333333333	0.07771566666666667	1.7375366666666665	1.6159406666666667	1.9338263333333334	0.37460883333333334	0.0	0.1771925	0.0017025	0.15782983333333334	0.02846766666666667	10.495771999999999	6.463122833333333	1.6881816666666667	0.5015868333333333	0.004311	0.5969675	0.0	1.829541	2.643617666666667	5.269026666666666	3.5544268333333338	0.779398	0.001373	0.7553315
Sulfolobus islandicus rod-shaped virus 2	0.0	0.326255	0.0	0.0	0.0	0.0	0.056251	0.0	0.0	0.0	0.0	0.0	0.028125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.249895	0.084236	0.0	0.0	0.0	0.055688	0.0	0.0	0.0	0.0	0.0	0.0	0.263113	9.813108	0.083533	0.0	0.0	0.139221	0.0	0.0	23.885249	0.0	214.928866	21.973423	0.562369	0.0	0.028125	0.0	0.0
Mycobacterium phage PurpleHaze	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.055031	0.697892	0.0	0.0	0.0	0.234192	0.81733	0.0	0.0	0.0	0.0	0.0
Acanthamoeba polyphaga mimivirus	0.0	0.0137115	0.09929925	0.0356125	0.58183525	0.68670025	0.143651	0.0	0.0020395	0.04905275	0.384081	0.0	0.0379705	0.1420715	0.00707375	0.08903125	0.01780625	0.039346	0.0022165	0.07781375	0.36085425	0.002358	0.49786325	0.01780625	0.00231075	0.4032785	1.5747677500000001	0.1944675	7.06485475	0.040328249999999996	0.077065	0.065468	0.002358	3.0970467499999996	0.0162815	0.1292415	0.00228725	0.00707375	0.11382225	36.481327	0.001851	0.022919	7.1130515	0.526249	0.144907	0.2311255	0.0	0.0	0.1421945	0.43929850000000004
Streptococcus virus MS1	6.8711855	0.215364	0.7889975	0.097283	0.6933915	2.0639075	1.768536	0.0	2.49027	3.5243205	0.025495	6.056859	17.2831275	3.6112055	5.347366	10.3416645	0.8431735	0.0	0.0	0.0	2.2762475	0.332103	0.0	2.6273055	0.0	0.5857095	1.17142	0.100302	7.322038	1.133177	1.697752	2.313821	1.1175795	0.217041	6.365821	3.805938	13.67779	3.7366655	1.2487415	9.9617575	7.6886275	0.128984	0.1915465	0.2930225	0.816169	4.825227	1.0088895	2.4008725	3.4916145	0.233814
Salmonella phage SEN22	0.0	3.691928222222222	0.09771188888888888	0.0	0.10916355555555554	0.07059766666666666	0.8796381111111111	33.473562333333334	0.24252955555555555	1.9444417777777778	1.2702264444444442	0.8347184444444444	1.0192876666666666	0.0	0.05271288888888889	5.427510111111111	77.43696944444443	0.7374568888888889	0.0	0.03007322222222222	0.9305662222222222	0.2961316666666667	41.89149333333334	0.04128155555555556	38.341744444444444	0.1617288888888889	22.496172444444444	0.3848464444444444	2.5034825555555553	0.4835221111111111	0.037858333333333334	0.5581237777777778	0.0	0.24457522222222222	0.02425288888888889	0.15624133333333334	4.6083099999999995	0.12913311111111112	1.297994888888889	0.41324711111111107	2.453076777777778	0.27789555555555556	0.11861366666666667	0.5007836666666666	0.09601955555555557	0.0	0.3950558888888889	1.6647714444444444	0.22374355555555553	10.432280777777777
Amsacta moorei entomopoxvirus	0.0	0.0	0.0	0.607396	0.101317	0.0	1.246707	0.0	2.195035	0.0	0.0	0.607903	0.398176	0.0	2.012159	0.101317	0.0	1.289261	0.0	0.0	0.0	0.101317	3.038498	0.403749	0.0	0.786727	0.0	1.412361	18.997467	6.643362	0.0	0.0	0.101317	5.946298	1.489868	0.101317	3.598277	0.101317	0.837893	0.394631	0.0	0.494428	0.0	0.0	0.0	5.079022	0.0	0.469604	24.508104	0.101317
Enterobacteria phage WPhi	0.0	4.844890666666667	0.012471000000000001	0.0	0.07293733333333334	0.0	0.04281533333333334	0.13573966666666668	0.0	0.0	0.010215	0.037601	0.025605666666666665	0.0	0.0	0.695576	6.945015999999999	0.0	0.0	0.0	0.011844333333333333	0.0	3.5583340000000003	0.0	7.137894333333333	0.0	0.035533	0.012533666666666667	0.128131	0.012533666666666667	0.0	0.031004666666666666	0.025067333333333334	0.012533666666666667	0.0	0.011468333333333332	0.0	0.0	0.036097	0.0	0.0	0.0	0.0	0.0	0.0	68.58142600000001	0.012533666666666667	0.0	2.0537693333333333	0.11086033333333334
Streptococcus phage JX01	0.0	0.0	0.0	0.0	0.126078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.917052	0.0	11.57798	0.0	0.0	0.0	0.066357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199071	0.0	0.0	0.0	0.0	0.264101
Roseburia inulinivorans	0.007728263157894736	0.15782194736842103	0.11382721052631578	0.7391186315789474	0.9868970526315791	0.49179910526315784	1.7017155263157893	0.00810978947368421	1.1139687368421052	0.10750815789473683	0.015145105263157894	14.672349736842106	10.689228947368424	1.4610707368421052	8.159503842105265	0.00806878947368421	0.08288494736842104	0.04488594736842105	0.10245863157894737	2.9335085263157894	0.0	0.1129321052631579	0.009365052631578948	0.4851465263157896	0.0	13.275274421052629	1.132397210526316	0.1991402105263158	1.4478388947368421	0.0	4.373895631578948	0.607613894736842	2.304855473684211	0.06815221052631579	0.11310300000000001	0.0	0.1451358947368421	0.2365397368421053	0.15844136842105266	0.6198188947368422	0.0	0.7624948947368421	0.03164557894736843	0.9047022631578948	1.333051842105263	1.7510596842105266	0.15927426315789472	0.18847794736842105	5.427862052631579	0.12722973684210528
Enterobacteria phage HK544	0.0	4.824228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207765	0.0	0.0	0.099305	0.2163775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095829	125.097299	0.0	1.247289	0.0	3.742946	0.0	0.0	0.099305	0.0	0.0	0.0	0.0	0.477656	0.2969215	0.800244	0.10846	3.766811	0.197617	0.0	0.0	0.0	0.0	0.3188725	0.0	0.0	0.0
Serratia phage phiMAM1	0.0	0.196714	0.15115	0.0	1.072289	0.0	0.0	1.644031	0.085214	0.0	0.043374	0.043812	0.042935	0.0	0.043812	0.0	0.0	0.530339	0.0	0.042716	0.629573	0.0	0.357503	0.231325	2.663526	1.646441	0.447754	0.043812	0.0	0.129463	0.0	0.0	0.0	10.759474	0.0	0.0	11.949398	0.603505	0.0	0.420153	0.109748	0.776779	0.366703	0.0	0.0	0.0	0.0	0.083899	0.041402	0.0
Erythrobacter phage vB_EliS_R6L	0.0	0.0	0.0	0.868259	4.696458	0.0	2.629429	0.0	0.616334	0.0	0.0	0.0	0.0	0.271186	0.0	0.0	0.091679	0.0	0.0	0.0	0.0	0.0	0.114022	0.0	0.0	4.365957	0.0	1.639444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.514637	1.036209	0.0	0.151002	0.0	5.046994	0.0	0.971497	0.0	0.152542	0.0	0.0	0.0	0.0
Erwinia virus Deimos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.475723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.279004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citrobacter sp. 86	0.0	0.07859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.011752	0.225846	0.04051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039903	0.0	0.0	0.0	0.0	0.0	0.0	0.510229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moraxella phage Mcat5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.806892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium butyricum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.603314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salmonella virus IKe	0.0	0.166737	0.0	0.0	0.0	0.246334	0.0	323.631432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.892335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium prausnitzii	24.567212232087215	5.062973858255452	5.063228300623051	2.2931271370716484	9.397872204049838	15.388183872274137	20.65008293925234	0.12973256386292834	17.466153663551392	8.019138316199374	0.14266281931464173	11.361049571651094	5.769689554517138	2.473529906542057	19.623260338006244	0.3011985669781932	1.573637704049844	14.08091947507788	0.9927240996884736	1.5257247632398752	0.9008471682242991	0.528366799065421	0.6044230965732088	7.104377992211839	1.6000188302180691	7.888385434579438	4.212657926791272	5.479530080996882	6.6889685482866055	12.17307960124611	6.378243440809968	0.48810013395638635	4.020999115264798	2.8115936370716508	20.44270849844236	4.865448347352024	8.928428496884734	7.722718468847345	5.34212637227414	1.0511839361370723	0.32830374766355136	3.050704336448599	0.8861343722741434	4.5217044875389405	15.097261850467298	2.8327237492211843	14.772760727414335	0.9405022476635518	1.7570171791277258	3.4697509719626134
Pectobacterium phage PP90	0.0	0.024373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035637	0.0	0.0	0.034937	0.0	0.0	0.0	0.0	19.908365	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus phage IPP15	3.242767666666667	0.6655493333333333	4.3968549999999995	6.602754000000001	3.086831	0.492059	3.170733333333333	0.8219876666666668	0.29101899999999997	2.0169623333333333	0.16284433333333334	1.6095976666666667	0.6689826666666666	1.1914686666666665	1.7487096666666666	2.7086056666666667	0.8073653333333334	0.5158366666666667	0.287005	0.2898403333333333	3.6738923333333333	0.040769	7.623213666666667	0.475368	8.960207333333333	3.734092333333333	0.623664	0.7900346666666667	5.369668999999999	3.7541786666666668	1.779907	0.40401	0.03706266666666667	2.107295333333333	1.2785913333333332	12.013139333333333	0.772528	0.9659753333333333	1.5862063333333334	1.423025	0.6749676666666667	0.7867043333333333	0.11748066666666668	0.5926166666666667	1.2000116666666667	0.8331636666666666	0.124392	0.5906713333333333	83.39621066666668	0.4832106666666667
Ruminococcus sp. SR1/5	1.5250311629116113	0.5374274766031201	1.7192984159445404	0.1692393448873483	0.8279805857885615	0.5813450693240901	1.149685218370883	0.3910339636048527	0.6001793656845757	5.915949450606588	1.2889116308492192	1.3060682201039853	0.7638352807625652	1.6386614696707118	5.268862197573651	0.3157896083188909	0.5971246429809355	0.19408106585788565	0.4475758682842287	0.6759353552859618	0.990521512998267	0.13083488908145585	0.43224359792027733	0.35497845060658567	10.124123805892541	0.225299897746967	0.5775542166377816	1.0995872097053725	9.801792965337958	8.997313535528596	0.4797173032928945	0.8672557660311954	0.31675541767764276	4.299849694974001	3.743421421143848	10.31667457019064	1.0391033708838826	0.5818840537261695	0.4253625632582325	0.9991839896013871	0.04754976603119583	0.48981099826689795	0.31660826863084923	8.470586511265152	1.311013532062392	4.637229041594451	0.5366625129982668	0.6544355667244371	3.3780314107452347	2.9684264142114376
uncultured Mediterranean phage uvDeep-CGR0-AD1-C123	0.0	26.463895	1.028051	0.0	3.255069	0.0	0.0	0.0	0.207792	0.0	0.0	10.530392	7.926753	1.851948	0.0	0.0	0.0	0.297143	0.0	0.0	0.207792	0.0	0.756365	0.103896	0.307533	0.514806	1.884156	1.305453	0.196364	1.955845	0.0	0.0	0.0	0.0	5.816107	1.915325	19.955841	0.207792	8.553765	0.0	0.0	0.103896	0.311689	3.032729	0.0	0.727273	0.0	0.0	0.0	0.103896
Methanobrevibacter smithii	0.009308072423398333	0.3489529999999997	0.0	0.006875537604456826	0.0037891002785515326	0.00014726462395543176	0.040659465181058486	0.00028796378830083565	5.0715877437325906e-05	0.0	0.0005686211699164346	0.004318484679665738	0.003314785515320334	0.0	0.0	0.0004215153203342619	0.0003116128133704735	0.0	0.0	0.009245239554317554	0.00028640947075208917	0.10946789136490252	0.01905025348189415	0.008804785515320334	7.712813370473538e-05	0.0	0.011565097493036209	0.0007057298050139277	0.0008037047353760445	0.03994633147632313	0.00011834540389972145	0.0	0.048274846796657375	0.23759708077994426	9.69487309470753	0.18627206406685243	0.0008535515320334262	0.00034532033426183846	0.13958493593314747	0.0	0.0	20.466311707520894	0.0005648050139275766	182.16736232590523	17.958164835654603	0.47443204178272963	8.759888579387187e-05	0.023854270194986076	0.0	0.004476033426183845
Escherichia phage HK639	0.0	0.020353714285714284	0.006978428571428571	0.0	0.0	0.0	0.003583714285714286	0.06894285714285714	0.0	0.003064142857142857	0.018787714285714286	0.003574857142857143	0.0	0.02053242857142857	0.0	4.438868571428572	96.99425457142857	0.13273514285714286	0.0	0.0	0.7453205714285714	0.0	0.002696714285714286	0.02633942857142857	1.0979941428571427	0.02311514285714286	0.035444857142857146	0.001791857142857143	0.005375571428571429	0.0034224285714285715	0.03010685714285714	0.0	0.012381857142857142	0.0	0.0	0.04600857142857143	0.28791557142857144	0.001791857142857143	0.004972428571428571	0.0	3.5545065714285715	0.06708785714285714	0.0014692857142857144	0.0	0.001791857142857143	0.0012005714285714287	0.03595171428571429	0.096944	0.0	0.003583714285714286
Semliki Forest virus	0.0	4.118315	0.0	20.893752	0.0	0.0	0.0	0.046143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.429721	1.583768	0.0	0.0	0.041647	0.0	0.043303	0.0	0.0	0.0	0.232608	0.49645	0.0	0.0	0.0	0.0	0.0	0.0	0.094652	0.761003	0.0	0.141268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Streptococcus sp. FDAARGOS_192	1.3689635714285715	0.2823479047619048	0.04288342857142857	0.218820619047619	0.0047518095238095245	0.3217921428571428	2.3436296666666667	0.13104504761904762	1.1645714761904762	0.4809920476190476	0.035475	0.1892032380952381	0.14243338095238098	0.04669547619047619	0.725555619047619	0.4156269047619047	0.27456452380952384	0.002936047619047619	0.044858857142857145	0.030866904761904762	0.7557075714285715	0.6598442857142859	0.6383995238095238	0.07027514285714284	0.21073790476190477	0.05007957142857142	6.322752428571428	0.020372428571428573	2.3239057619047623	0.1991837142857143	0.042021047619047625	0.0030583809523809526	0.022015428571428568	14.217638857142855	1.9660599047619047	0.010218666666666668	1.1690069523809523	0.022910380952380953	0.13869428571428571	0.08800457142857142	0.04418328571428571	0.11417928571428572	0.05611719047619047	0.3239228571428572	0.07367333333333334	0.10290695238095239	0.168585619047619	0.019661571428571428	39.141071619047615	0.12196938095238094
Paramecium bursaria Chlorella virus NE-JV-4	0.0	0.0721985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046095	0.0	0.255468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0293085	0.0	0.0	0.0	0.0	0.0	0.0041945	0.0	35.138609	0.0	0.013828	0.0	0.0	0.0	0.0
environmental Halophage eHP-15	0.080409	23.230123	2.212347	0.0	1.324301	0.508663	12.420702	258.961901	1.288318	29.115948	5.701466	6.563752	6.9307	0.266549	0.611728	20.538872	666.84522	1.712574	0.0	0.088405	10.223899	1.894715	141.717474	0.16837	352.980924	1.021324	81.434937	2.8805	15.856954	7.969345	0.39227	5.960902	0.088849	4.423371	0.169258	1.664593	5.922698	1.017327	7.759664	10.934247	27.449146	1.140382	1.705466	4.205686	0.772102	466.201298	3.078633	11.115508	61.856074	57.746795
Lactobacillus johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.328795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
environmental Halophage eHP-9	0.0239972	10.205388000000001	1.1206778	0.0	3.2634762000000004	0.5313448000000001	4.6867158	110.94039340000002	0.5471277999999999	10.8302422	2.1656702	3.2860660000000004	2.1670796	0.4275394	0.252904	8.8959216	286.2050226	2.9557881999999998	0.03778	0.15733060000000001	4.8312852	1.2053226	44.2300476	0.6466352000000001	145.31324519999998	7.573148800000001	26.138323200000002	1.0498308	5.5487368	2.4324558000000005	0.2890206	1.7798906000000003	0.2804584	40.60844540000001	0.0966342	0.6499826	13.9646814	0.6978376	3.1438772	4.1701754	10.948167	1.5195234	0.8944851999999999	2.0370028	0.1881862	136.5312754	1.4968942	5.508108	19.1755666	20.2627962
Escherichia virus K1-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0374815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.86624999999998	0.0	0.0	0.0	0.0
Ruminococcus champanellensis	0.0	21.720781333333335	5.762839333333334	2.914686555555556	14.040044222222221	2.8622228888888888	0.05090811111111111	0.0	5.510960222222222	0.0	0.0	17.739625444444446	0.6451233333333334	0.0	5.1747192222222225	0.03410933333333333	0.23467833333333335	0.0	0.0	0.1283501111111111	0.0	0.0	0.0	0.8166901111111111	0.21906733333333334	1.9447427777777777	3.354115888888889	10.840415	0.12104833333333333	0.0	2.0577194444444444	0.0	0.029713555555555556	1.1239904444444444	1.6972104444444445	0.0	0.07691644444444444	5.655410555555555	3.746199555555555	0.0	0.00938011111111111	0.9775213333333332	2.5922330000000002	1.6275154444444444	3.118037	0.11682433333333335	0.017054666666666666	0.3653348888888889	0.0	2.51675
Fusobacterium phage Funu2	0.259646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018616	0.0	0.0	0.0	0.0	0.0	0.009308	14.162189	0.0	0.0	0.0	0.0	0.072555	0.0	0.0	0.009308	0.0	0.0	0.0	0.027924	0.0	0.0	0.0	0.0	0.0	0.0	0.018476	0.0	0.0	0.0	0.0	0.018616	0.0	0.0	0.0	0.0	0.0	0.018616	0.0	0.0
Streptococcus phage phi30c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.777558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.393701	0.0
Christensenella massiliensis	0.0	0.0	0.193878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.680272	0.0	0.318027	0.678571	0.0	0.0	0.0	0.0	0.0	1.937075	0.0	0.0	0.583332	0.0	0.340136	0.0	0.0	0.0	0.0	1.331632	0.0	0.0	0.0	0.0	0.0	1.188776
Bathycoccus sp. RCC1105 virus BpV	0.0	0.0	11.653603666666667	0.0	0.0	0.0	1.3094423333333334	0.014048666666666668	0.0	0.0	0.0	0.52774	0.0	0.0	7.757413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011349333333333335	1.926328	0.0	0.0	0.009136333333333333	108.804927	0.010716666666666666	0.02111	0.32185233333333335	0.0	0.011349333333333335	0.0	1.207638	0.045227666666666666	0.0	0.0	0.09826800000000001	0.0	0.0	12.589535666666668	0.0	0.0	0.21149700000000002	0.0	0.0	0.120098	0.011349333333333335	1.7379090000000001
