species	sample_00	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08	sample_09	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49
Odoribacter splanchnicus	0.013808022756005059	0.6305992876106189	0.10090147281921619	0.9150487793931721	2.395304876106195	0.04792198798988623	0.5328684747155493	0.006185386219974717	0.023973418457648544	0.01223221554993679	0.06639033375474085	1.6212257433628303	0.5190924538558789	0.16752392161820492	0.2881643274336283	0.05555133501896332	0.04902570606826796	0.8749737073324901	0.017980219342604298	0.21661974083438684	0.2787085031605563	0.06382743678887486	0.014156972187104927	0.1377229127686473	0.2427729374209861	0.19938289633375464	0.2578491112515808	0.6073022060682691	0.3359420233881156	0.07817719848293299	0.4905551706700379	0.12615036536030344	0.12449155689001268	0.5351861327433624	0.6401540290771184	0.016159544879898867	0.43026047471554996	0.826423726295827	0.37860171871049236	0.3249149323640962	0.04416414285714286	0.6013924879898864	4.0762055828065735	0.1670886112515801	0.1599634412136536	0.007851406447534766	0.017503924146649804	0.16340937484197213	0.003690843868520859	1.7543423546144084
Homo sapiens	0.05534304761904762	0.0	0.016459500000000002	0.0	0.059599571428571425	0.025459000000000002	0.003791333333333333	0.0	0.003946333333333334	0.00911047619047619	0.022230785714285713	0.0	0.028733619047619046	0.011769261904761904	0.011991119047619049	0.01294761904761905	0.011720452380952382	4.905863238095238	0.011020904761904763	0.004119285714285714	0.017070119047619046	0.0	0.04539407142857142	1.6861393095238089	0.0	0.01608504761904762	0.03953661904761905	0.028729714285714286	0.024098619047619046	0.018076690476190475	0.03854307142857143	0.4021388571428572	26.309535428571426	0.11683480952380952	0.04073314285714286	0.07955350000000001	0.045770619047619046	0.024339095238095236	0.026207095238095238	0.014942309523809524	0.1749318333333333	0.0	0.14767176190476192	0.10145633333333334	0.11971892857142857	0.01703802380952381	0.012889642857142856	0.010663809523809523	0.03109026190476191	1.4052122857142855
Salmonella phage FSL SP-016	0.0	0.4167166	0.0092442	0.0	0.0	0.0661148	0.2157152	9.064105999999999	0.066471	0.286018	0.08222779999999999	0.076576	0.20167380000000001	0.2040428	0.027455600000000004	4.7913674	8.720357	0.368344	0.0	0.0	0.4275022	0.0	27.6023234	0.21545639999999996	4.0957232	0.008643399999999999	13.074138600000001	0.0675542	0.1360212	0.0646174	0.0184424	0.036653599999999995	0.0090132	0.060735	0.0501882	0.027732800000000002	2.8394214	0.10159180000000001	0.1269158	0.13344119999999998	5.415457399999999	0.22473940000000003	0.0180264	0.0458054	0.0	3.7350118	0.0447756	0.0609198	0.495355	4.6885188
Arthrobacter phage Abidatro	0.5466715	0.431313	0.020072	0.0	0.3373765	0.061425	0.0	0.0	0.0307125	0.0	0.171016	0.0921375	0.0847665	0.019671	0.0	0.0	0.0	0.0609645	0.0293305	0.11029900000000001	1.261627	0.0307125	0.6279175	0.0	2.2656675	0.0	0.0793655	0.120854	0.0875305	0.0807945	0.0	0.634367	0.0	0.14527	0.277202	3.958815	4.122846	0.425829	1.3182045	0.0582	0.0	0.0	1.3119585	0.0304055	0.2826055	0.0	0.0	1.525925	0.0	2.9368875
Prevotella enoeca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.113248	0.0	2.346156	0.0	0.0	0.0	0.0	0.0	0.1149425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.990806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Escherichia virus phiV10	0.0	0.348474	0.843633	0.0	0.22338	0.0	0.273641	1.171258	0.0	0.5793	2.930381	0.288533	0.0	0.07446	0.0	0.743485	0.0	0.357781	0.0	0.0	0.072226	2.211466	0.062547	0.0	0.0	0.0	0.0	0.14892	23.307509	1.684289	0.0	2.353684	0.0	0.0	0.068503	0.0	1.797095	0.0	0.0	0.655995	0.062919	0.062919	0.0	0.0	0.122487	0.0	0.074088	0.0	55.668978	0.0
Streptococcus phage IPP23	0.294414	0.0	0.151652	0.0	0.0	0.0	0.464184	0.465358	0.397249	0.167757	0.031203	0.066935	0.100654	0.0	0.100654	0.03288	0.067103	0.0	0.067103	0.0	1.452273	0.199967	0.454286	0.0	0.301292	0.067103	0.677236	0.099312	0.328804	0.0	0.0	0.0	0.0	2.196779	0.363697	0.0	0.098641	0.0	0.0	0.064754	0.03288	0.0	0.0	0.032042	0.033551	0.0	0.161383	0.0	107.192116	0.0
Escherichia phage Murica	0.0	0.0	0.286466	0.0	0.0	0.0	0.0	0.0	1.125299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095648	0.0	0.0	0.825921	0.0	0.0	0.0	0.0	1.24247	0.087996	0.0	0.095648	0.0	0.095648	0.0	0.0	0.095648	0.0	0.095648	0.472502	0.0	0.0	0.0	0.0	0.0	0.07604	0.095648	0.0	0.0	0.0	0.0	0.0	0.095648	1.382591
Lactococcus phage AM7	0.0	0.43799866666666665	0.080559	0.14485966666666666	0.13508966666666666	1.4184400000000001	1.0470953333333333	0.0	0.20263433333333333	0.6697063333333334	0.0	1.0665346666666666	0.8267446666666666	0.202634	3.1836699999999998	0.0	1.4817263333333335	0.06754466666666667	0.20229633333333333	0.0	0.0	0.06265666666666667	5.236933333333334	0.06265666666666667	0.0	1.1218899999999998	1.2204023333333334	0.7135910000000001	2.0224490000000004	3.2664646666666663	0.312705	0.0	0.05889733333333333	0.738264	1.8770680000000002	8.652584666666668	0.6140096666666667	0.20751633333333333	1.4590443333333332	0.54587	0.0	0.21729233333333334	0.8422103333333334	7.915138333333334	0.0	4.8224860000000005	0.9541646666666667	0.47382300000000005	3.470739666666667	0.401352
Salmonella phage SPN3UB	0.0	0.8402865	0.961865	0.0	0.1897	0.0	1.213494	0.0	1.6489565	0.0	0.0	4.9211195	1.3191015	0.0	0.8096485	5.0005945	0.220339	1.2643959999999999	0.630378	0.0	0.0	0.0	0.0	2.5572019999999998	0.0	0.2314215	0.226532	0.065189	0.065189	0.0	1.4902225	0.813233	0.6913295	0.0	0.0	0.065189	0.0328475	0.517927	0.105932	0.0	0.0	0.6897005	0.0	0.496741	2.7962855	0.065189	0.0	0.064211	0.0	1.5136885
Ostreococcus tauri virus RT-2011	6.770412	1.0146534999999999	0.248743	0.7321085	0.0386845	4.4378525	6.1208805	7.3247995	2.6941965	13.514145500000001	0.30793	0.3415815	0.540425	0.624687	2.850867	1.354159	1.3110265	0.076209	0.191296	0.1156675	8.616956	3.3301745	4.1624765	0.2669245	1.655899	0.4	16.342554	0.116054	12.6533835	3.465877	0.175822	0.736733	0.154739	49.030570000000004	7.6673135	0.0	5.327076	0.1934235	1.2860295000000002	0.5475825	0.0386845	0.606964	1.3658415000000002	2.849515	0.5640225	0.116054	0.25764	0.1945495	87.14817249999999	0.6338495
Clostridium bornimense	0.0	0.0	0.0	0.0778815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048009249999999996	0.0	6.767364250000001	0.0	0.0	0.0	0.0	0.084531	0.01840625	0.5905815	0.0	0.0	0.0	0.0	0.0739875	0.0	0.0	0.04120875	0.0	0.0	0.8864475	0.0	0.0	0.383567	0.0	0.0	0.0	0.0	0.0	0.00673825	0.0	0.14836425	0.0	0.0	0.0	0.2336445	0.0
Blautia hansenii	2.787205510416666	0.37927517708333336	0.8267078645833332	0.10784785416666669	0.1712614583333333	1.4550315104166673	0.6849283958333331	3.3051326041666673	0.3587425208333333	18.815148874999995	2.4295979166666664	0.8181251874999999	0.29624833333333334	0.3098916770833332	2.7924289270833333	1.7744159791666665	1.0421377708333335	6.211304052083332	0.3486946979166667	0.2012101666666667	6.118782979166668	0.33195900000000006	2.4095362187499996	1.100515125	4.8777767291666665	0.5305950833333334	1.370597166666666	0.2719426458333334	3.5428220729166653	1.1689633645833335	0.2849783854166667	2.9275265520833336	0.08901841666666667	4.082920041666669	0.621899	6.508730000000001	1.6418189270833328	0.057176885416666684	1.44831990625	7.128229729166667	0.06134477083333336	0.1966031666666667	0.32511909375	0.5586606458333334	0.20825308333333334	0.8448039791666669	0.27290049999999993	0.27374353124999995	44.11576422916667	1.772685520833334
Desulfovibrio fairfieldensis	0.0010161982378854625	0.003944616740088106	0.001442181718061674	0.0011153292951541851	0.0020891784140969166	0.0	0.0031819592511013214	0.0	0.0002092984581497797	0.0	5.586123348017621e-05	0.16047643061674013	0.06640610682819385	0.0007277577092511014	0.020082957048458156	0.0	0.0	0.0	0.004902930616740086	0.000995	0.0001032488986784141	0.0005427984581497798	0.0	0.001788920704845815	8.184121647577092	0.0013524647577092513	2.3373984955947136	0.05600906607929517	0.04615228854625551	0.0	0.46234890198237866	0.0004811343612334802	0.0004451167400881058	0.002466896475770924	0.00342088986784141	0.0022783601321585906	0.0019503050660792953	0.0006440649779735682	9.732355421806153	0.0	0.0	0.002268833700440529	0.002301764317180617	0.008442591409691632	0.29059191079295144	0.01232036563876651	0.0	0.005205327092511013	0.0	0.002381647577092511
Streptococcus phage phi20c	0.0	0.086742	0.0	0.0	0.0	7.295284	0.105468	13.767047	0.0	20.987863	0.0	0.029213	0.0	1.041048	0.029962	0.0	0.0	0.0	0.0	0.0	10.546817	0.0	0.0	0.0	0.0	0.0	0.0	0.089888	0.0	4.528833	0.0	1.631161	0.0	0.153858	0.029962	0.0	0.0	0.0	0.600449	0.0	0.018427	0.028614	2.045244	0.0	0.0	0.029962	0.057229	0.296179	0.258127	0.0
Bifidobacterium adolescentis	0.12374597929936312	125.68868183757962	40.18138168789813	0.1908465955414013	9.748491555732489	0.08248782802547767	16.462225385350315	0.010471578025477705	0.004653054140127388	0.004658571656050955	5.264094968152866	0.1424682659235668	0.3083603694267516	3.990158222929932	0.12448033121019109	2.4098426735668794	0.017300546178343954	0.1531752515923567	0.00354146974522293	0.005339222929936305	5.189135705414014	0.5051647627388534	3.905601539808921	0.3178641210191083	32.179743573248416	0.08237268630573245	0.28723862898089164	5.134810025477706	11.778409722929943	0.562457557324841	0.002802578025477707	0.006644807324840764	0.30982034076433085	0.04800745382165605	43.57005850955411	3.809689958598727	0.6548446735668796	5.354776719745225	156.79674704936298	0.30413246974522284	0.028248765923566888	0.05984089808917193	1.0606784713375796	169.65218832006403	0.0838681671974523	16.111675238853504	1.8157111990445867	0.04158004140127389	0.8706774633757963	0.014364407643312097
Klebsiella sp. LTGPAF-6F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083752	0.08291466666666666	0.0	0.0	9.124255333333332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070799999999999995	0.10294533333333333	0.013345999999999998	0.0	0.0	0.0	0.08291466666666666	0.0	0.0	0.044605	0.0	0.0	0.8592193333333333	0.0	0.0	0.0	0.0	0.006797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gordonia phage BritBrat	0.0	0.0	0.0	0.0	0.0	1.755936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.520366	0.0	0.0188715	0.0	0.0	0.0	0.197221	0.0	0.0	0.0	0.0	0.0	0.0	0.017449	0.0	0.0	0.0	0.0	0.0	0.0	13.100189499999999	0.0	0.528796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3188405	0.0188715	0.0	0.0	0.0	0.0
Anaerococcus mediterraneensis	0.0	0.0	0.0	0.0	0.0	0.0725955	0.0	3.6990915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0359345	0.0	0.108893	0.0	12.43432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0362975	0.0362975	0.0	0.4501315	0.142287	0.0362975	0.072595	0.0	0.0	0.208167
Klebsiella phage 2b LV-2017	0.0	0.11400199999999999	16.743176476190477	1.6759915238095238	6.641936285714287	0.048068571428571426	0.0013842857142857144	1.312031857142857	0.011704857142857142	0.0002662380952380952	0.017870952380952383	0.051761571428571435	0.016213	0.0005311428571428572	0.076395	2.647868952380952	32.10227380952381	0.22332595238095237	0.005291	0.005702857142857143	0.767208238095238	0.0	0.009876904761904762	0.18775661904761906	2.261762142857143	2.03008819047619	0.1552764285714286	9.342485047619046	0.00707347619047619	0.023801380952380952	0.2785407619047619	0.0	0.09024619047619048	5.883804333333333	0.0011233809523809525	0.018280714285714286	2.379682857142857	0.016606904761904764	0.3364424761904762	0.003892047619047619	0.10120800000000002	0.5464165238095239	0.01836995238095238	1.2722610476190477	1.2148953333333334	0.0009548571428571429	0.007911142857142858	0.019946571428571428	0.034411285714285714	0.027184000000000003
Bacillus phage BCJA1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.529638	0.0	0.0	0.0	0.0	0.0	0.676865	0.0	0.0	0.0	0.0
Mycobacterium phage MkaliMitinis3	0.033051333333333335	0.184468	20.448390333333332	0.0	53.97610966666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6056516666666666	0.0	0.0	0.05324333333333334	0.0	0.8478286666666667	4.420980666666667	0.0	0.0	0.13446133333333335	14.233953333333334	0.0	0.21804833333333332	0.0	11.459448666666667	0.0	0.0	0.0	0.021094333333333336	0.075862	86.35481699999998	0.04173733333333333	0.0	1.8400336666666666	19.564866666666667	138.93309133333335	0.040383666666666665	64.556483	0.17848966666666666	0.0	0.08516633333333333	0.34799800000000003	0.0	0.319684	11.973379
Stx converting phage vB_EcoS_P27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173913	0.0	0.164348	0.0	7.480001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Synechococcus phage Bellamy	12.528	2.7818684	1.1697584	0.13284959999999998	1.8572935999999998	3.2835668000000005	5.8908188	0.0	10.6483782	0.047775200000000004	0.0409828	24.226815800000004	36.4852038	0.8003783999999999	1.8053908	9.5870862	5.4935706	23.5537006	4.9630686	2.6510008	0.0	2.1930332	0.0	0.5527434	0.2755442	5.3110094000000005	0.9480594	1.8206162	1.8416305999999998	2.1104358	0.4635057999999999	0.0	1.1654198	0.073651	0.6145122	1.7672576	27.51003860000001	1.9276381999999999	8.1969098	8.6215736	0.0	1.5378834	0.014639000000000003	3.1487130000000003	3.402966	12.731165200000001	4.2082068	0.24164159999999998	0.21356899999999998	0.1341372
Enterobacteria phage mEp235	0.0	1.6894812000000001	0.0	0.0	0.0	0.042192600000000004	1.2107781999999998	22.5895104	0.01	0.0016133999999999999	0.32498499999999997	0.0553322	0.0399036	0.0	0.0	5.387664200000001	0.0098396	0.4814322	0.0	0.0	0.1234972	0.0	0.21535739999999998	0.0364108	16.930350400000002	0.0	0.4140968	0.057097600000000005	1.024962	0.1877674	0.0	0.0	0.0	20.8802272	0.0	0.0106952	1.6888374	0.0155286	0.1329216	0.177042	0.6474796	0.1611638	0.0	0.0309134	0.0	0.651054	0.046668	0.0277808	0.1676046	0.0
Corynebacterium phage IME1320_01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.679066	0.284166	0.0	0.0	0.0	0.291605	0.0	0.0	0.0	0.0	0.834432	0.0	0.0	0.0	0.042508	0.0	0.163231	0.0	0.0	0.0	0.0	0.0	0.0	0.068863	76.630406	0.0	0.0	0.458661	0.0	0.085016	0.0	0.0	0.0	0.0	0.0	0.123486	0.0	0.0	0.0	0.0
Enterobacteria phage phi21	0.0	9.911147	0.78793	0.0	0.580051	0.167645	4.886841	120.210415	1.039397	14.735126	2.696563	2.983236	2.275774	0.291702	0.668063	11.315168	434.592907	1.04275	0.0	0.331098	5.077958	0.635374	94.97738	0.0	199.9112	0.785415	45.118204	1.005868	6.15507	2.719198	0.0	1.507964	0.0	3.222968	0.0	0.329422	3.098908	0.502935	4.969825	3.231347	14.388936	0.421626	1.762783	2.386418	0.42917	212.570089	1.07544	5.688182	28.335287	19.875944
Sodalis phage phiSG1	0.0	0.150943	0.0	0.0	0.0	0.0	0.0	0.0	0.150943	0.0	0.0	0.0	0.0	0.0	9.791695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150189	2840.420514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149434	0.0	0.115472	0.0	0.0	0.140377	0.0	0.0	0.0	0.0	0.0	0.0	0.292076	0.0
Blautia obeum	3.9259622214983723	0.7431505830618891	1.874080472312704	1.1169925521172641	3.199619814332248	2.119996081433224	1.1536809641693815	0.5483461237785014	1.0406396824104232	2.34401831596091	0.23657443485342022	2.6907798697068417	5.4437848811074945	0.8051897068403913	3.4407018990228018	0.7907887035830617	0.977930607491857	0.32516712866449526	0.6514010586319219	0.47168864820846906	1.2462791221498377	0.3138834218241041	12.371915026058632	1.0329213876221495	4.189675767100978	1.060469832247557	2.155821910423453	1.530060693811075	4.531958903908796	5.058412377850162	0.7863160928338758	0.8099798436482083	0.3552022214983717	3.283231109120521	3.8318966351791546	9.638925736156358	0.7828801433224757	0.975992073289903	1.291674540716612	2.007856433224754	0.28519244462540727	0.7377358485342012	0.23188951302931593	2.179293592833878	1.17911635179153	3.576129374592835	1.1116127947882728	0.6634740211726381	19.770711771986964	3.2396750048859935
Mycobacterium phage Omnicron	0.0	0.0	10.294111000000001	0.0	0.0	0.237699	0.0	0.0	0.0	0.061617	0.0	1.899772	0.0	0.0	0.0	0.0	0.0	3.629273	0.0	0.0	0.095286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.191116	0.041458	0.0	0.022779	0.113895	0.0	0.0	0.0	0.0	0.0	0.1701595	0.0	0.022779	0.0	0.0	0.0	0.1490885
Enterobacter virus F20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11449	0.0	0.0	0.088253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.121649	0.0	2.203342	0.0	0.0	0.0	0.0
Gryllus bimaculatus nudivirus	0.0	0.703095	0.260319	0.0	0.093809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093809	0.0	0.0	0.090525	0.279081	0.0	9.327858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.182927	0.0	0.0	0.0	0.975611	0.0	30.506103	2.704035	0.0	0.67167	0.623359	0.0	0.0	0.072233	0.63227	0.057223	0.0	0.0	0.0	0.0	2.037055
Yersinia virus R1RT	0.0	0.0	42.810867	0.0	0.165906	0.0	0.082953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.911239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.089175	0.0	0.0	22.83824	0.0	0.0	0.0	73.749483	0.082953	0.0	0.0	0.165906	0.0	0.0	47.014936	0.077146	0.0	28.20821	0.0	0.0	0.0	0.0	2.289091
Synechococcus phage S-CBS3	0.0	0.5047065000000001	0.405126	0.0	0.01239075	0.38618175	0.03144225	0.0	0.0	0.011159	0.0	2.2159355	0.0	0.0	0.01284025	0.02555225	0.0	4.8425165	0.0	4.23894375	0.0	0.1910795	0.0	0.915821	0.0	0.0256685	0.0103365	0.07999674999999999	0.01271175	0.0	0.03852075	0.0	0.06420125	0.1631785	0.0364665	0.0	0.7965425	0.32000775	0.571499	0.39742725	0.0	0.0163165	0.0	0.16306525	0.0	0.0	0.10234475000000001	0.0	0.015754	0.0900225
Enterococcus durans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.082154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parabacteroides sp. CT06	1.0837652255319152	1.3102158680851062	1.5433424085106384	0.3002277787234043	3.232550280851065	0.9032826212765956	2.668418723404257	0.004286285106382979	0.6063117617021279	2.5248544723404245	17.777726799999993	1.7183782680851056	1.6628908127659576	0.24162957021276593	0.8030950127659573	0.2438593702127661	0.2121260510638297	88.29179397021271	0.9389149319148938	0.5757975021276597	2.516545157446809	2.5482381063829793	0.4713368893617021	5.360998919148937	1.4804148936170216	1.1214287702127648	0.08341844255319149	0.26876803829787244	2.4577861361702125	1.1523263957446803	1.3957209744680843	8.383201131914891	0.17203409361702118	4.333120753191489	3.06907905106383	4.118950523404256	1.883546357446808	0.6365959446808508	2.578748625531913	22.12608308510638	0.10098323404255317	0.7464960255319151	1.5635258936170222	1.5985696382978727	4.506541153191491	0.018914387234042554	0.03342934042553191	12.082506642553193	0.37447806382978727	3.576972076595743
Escherichia phage phiC120	0.0	0.0	0.0	0.0	0.0	0.179372	0.0	0.0	0.0	0.0	0.0	0.0	2.990135	0.0	0.0	0.0	0.179372	0.353363	0.0	0.0	0.0	0.0	5.823315	0.0	0.0	0.0	0.267265	0.179372	0.0	1.021524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1713	0.0	0.0	0.0	0.0	0.0	1.719283	0.0	0.0
Salmonella phage SE1	0.0	0.062854	0.162791	0.0	0.0	0.0	0.951288	1.184789	0.0	0.0	0.062854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062854	0.0	2.801696	0.0	3.942175	0.0	0.708045	0.062854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062854	0.062854	0.046197	0.859837	0.031741	0.058139	0.0	0.0	11.90038	0.187932	9.999369	2.201761	43.10843
Pasteurella multocida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4884160000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5177916666666667	0.0	0.0	0.0
Providencia phage vB_PreS_PR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.382241	0.0	0.0	0.0	1.85514	0.0	0.0	0.0	0.0	0.0	0.560749	0.0	0.0	0.0	0.0	0.372898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudomonas phage ZC01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161291	0.0	0.0	0.0	0.0	0.0	0.0	40.468547	0.0	0.0	0.0	40.550812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.512903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] minutum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325714	0.0	0.0	0.0	0.0
Streptococcus phage phiZJ20091101-2	1.5842375	0.53169925	0.0	0.00487375	0.00952825	0.0	0.14114325	0.00487375	0.4162445	0.004825	0.00487375	2.22314325	0.0	0.0	0.12169825	0.0094795	0.0140365	0.0	0.039314749999999996	0.0	0.81712775	0.25054575	0.069055	0.0	0.2176625	0.0	0.46432275	0.0	0.14051075	18.085607500000002	0.02924275	0.0	0.00487375	7.22405775	3.6538999999999997	0.00487375	0.076567	0.82013625	0.0	0.0727655	0.0	0.11797375	0.017515	0.0136465	0.130002	3.1775365	0.0097475	0.0041915	0.0554635	1.57809325
Vibrio phage JSF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040681	0.0	0.0	0.0	0.0	0.0	0.0	16.754559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02712	0.0	0.0	0.0	0.0	0.0	0.026375	0.0	0.0
Stx2-converting phage Stx2a_F451	0.004859083333333333	1.0582794166666667	0.49498024999999995	0.0	0.12159866666666667	0.0521125	0.6270421666666667	36.272447	0.08590166666666665	2.9980647500000006	0.9581358333333335	0.48691083333333335	0.8916255833333334	0.2541233333333333	0.06460774999999999	1.9781379999999997	94.49915466666666	0.3864135833333333	0.0024295	0.00724	1.5520174166666667	0.2723951666666667	36.45830375	0.011352000000000001	30.722659916666668	0.11365841666666669	8.992941333333333	0.22373633333333331	2.0024765833333333	0.7617178333333333	0.07910525	0.5254844166666667	0.0	1.3898340833333336	0.027974750000000003	0.17575183333333333	2.2159536666666666	0.14762583333333332	1.6914909166666663	1.7733885833333336	4.6987284166666665	0.0396955	0.24109424999999998	0.6116215833333333	0.12564016666666666	46.00508791666667	0.23385575	2.0634437500000007	15.882566833333334	8.178212666666667
Bifidobacterium pseudocatenulatum	0.16414988686868687	5.674689456565652	6.703583137373739	4.148906137373734	4.26347511515151	0.06399057171717172	1.4284137151515153	0.008800953535353536	0.03897763434343435	0.007936266666666665	128.51048765252523	0.030286696969696974	7.097329234343431	2.2758652626262643	0.03172267676767677	2.551062628282828	0.13767187070707068	4.951265119191918	0.060935579797979776	0.007441876767676767	158.82568457171723	2.1644329676767686	106.22477847474755	1.6386334080808087	0.9257859737373738	1.802132377777777	8.345776470707072	1.7770691858585863	7.256692965656562	12.346638652525268	0.02278742222222222	0.0064885070707070705	0.009680048484848486	0.2094032646464648	2.526582783838382	35.21007999999998	1.1101112040404053	0.13319396565656563	3.5712326989898986	7.569767359595968	0.1350936606060605	0.6094822828282828	29.981883987878817	19.24192955757579	0.027532288888888888	3.12254055959596	62.783981929292935	0.046663529292929315	24.112103171717177	0.02758514343434343
Klebsiella sp. M5al	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.162493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054526	0.0	0.0	0.184841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
