familly	sample_00	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08	sample_09	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49
Flaviviridae	0.0	0.0	0.049296	0.216685	0.43012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.14843	0.0	0.181474	0.108342	0.0	0.0	0.0	0.0	0.321777	0.0	3.770858	0.310943	0.0	0.0	0.255146	0.0	0.104009	0.0	0.0	0.0	0.0	22.248103	0.070422	0.325027	0.212351	0.860239	0.0	0.102384	0.0	0.216143	3.620799	0.0	0.0	0.0	0.386241	0.42091
Myoviridae	44.42916564999104	253.14458614479935	120.63874321851264	27.363240809311783	330.94806024128445	81.05826609390485	99.56783716500581	817.8852025242597	109.5555057165716	229.76199551281923	175.02232896717388	160.5092069523175	374.46142363508784	40.184619082988064	46.104441690628335	214.931833158659	1930.6123875888293	145.2240052301124	52.9137283075253	23.584683335274573	140.97152078279228	171.30325976271678	841.4909653677331	33.58427274637384	938.7398337589281	71.94015963312702	251.76302893511533	123.34572729143309	308.2372734959686	170.6081000852488	36.83371428105309	39.11001888410589	5.705309002962335	137.84818219930784	203.09029072478415	130.91660205203348	247.25187646731868	61.436081654397086	346.0891351344063	108.10008316297672	213.95492838849262	106.23227601841897	88.94662837446467	281.33993282554036	102.4249109934679	1145.7195903224351	183.38143630606947	118.69270803928218	289.9396196250351	305.6502576072995
Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.366972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.891749
Saccharomycetaceae	0.8566102727272727	0.002963636363636363	0.17334281818181815	0.002948818181818182	0.4736650000000001	4.702310818181818	0.0	0.057373	0.0	11.607073818181819	0.008476	0.039892727272727274	0.039072909090909096	0.03729290909090909	0.05102490909090909	0.1526442727272727	0.0	0.002682090909090909	0.0	0.0	0.020167454545454547	0.7225301818181818	0.14707563636363635	0.002963636363636363	0.029971636363636363	0.005867999999999999	0.09225281818181817	0.09179063636363637	7.453565272727272	0.0	0.02115490909090909	0.0	0.005897636363636364	0.006475545454545455	0.05147927272727273	0.002963636363636363	0.17073536363636363	0.04160381818181818	0.007927727272727274	0.03131190909090909	0.024658454545454546	0.04441727272727273	0.07013263636363636	0.03424590909090909	0.0	0.2951487272727273	0.04526390909090909	0.0	1.5687999999999998	0.005793909090909091
Spirochaetaceae	0.330974	18.553092	19.253979	30.766371	38.856632	15.57876	1.059292	0.146903	3.787607	2.853982	0.176991	9.586723	95.553983	4.572567	7.930085	0.166372	14.743361	11.465494	4.065487	3.111504	0.0	0.172566	19.348674	12.490267	0.707964	0.353982	47.76636	101.908827	1.592919	1.384955	4.801766	0.0	1.41593	1.017699	69.868993	4.180529	1.379646	6.514161	39.20885	0.502654	0.176991	21.677874	35.127427	16.538053	43.737181	4.892923	10.180533	0.705309	0.0	3.576107
Enterococcaceae	5.352506262256809	0.010400401556420236	0.5087549585325181	4.220995493162868	0.04341878365758755	0.019350575097276265	0.025802182101167317	0.5758597961089486	0.11269198521400776	7.443158721511951	0.08261295408560311	0.09269100644802668	0.012027912840466929	0.006293764980544747	0.05454978599221789	1.4556531942931257	0.3454298598110061	0.003675367315175098	0.013042461478599221	0.002641135408560311	0.5228144754863813	0.030478461256253475	19.13109706614786	0.004388524513618677	11.661720759533079	0.13980980778210114	4.970535592996109	0.4847500591439689	0.06208967081712062	0.0282232046692607	0.10580946170094498	0.014744227237354086	0.0028961128404669267	0.07326127226236799	0.14504270461367424	0.1813291673151751	0.01352817120622568	0.49673627826570316	2.0806385891050585	0.13502602412451362	0.0581702140077821	0.6107444994997222	0.010207032684824906	0.0930256725958866	0.031400803112840464	0.95529534274597	0.025648293385214006	0.23789311284046694	0.16052026926070037	0.0721983813229572
Methanobacteriaceae	0.009308072423398333	0.3489529999999997	0.0	0.006875537604456826	0.0037891002785515326	0.00014726462395543176	0.040659465181058486	0.00028796378830083565	5.0715877437325906e-05	0.0	0.0005686211699164346	0.004318484679665738	0.003314785515320334	0.0	0.0	0.0004215153203342619	0.0003116128133704735	0.0	0.0	0.009245239554317554	0.00028640947075208917	0.10946789136490252	0.01905025348189415	0.008804785515320334	7.712813370473538e-05	0.0	0.011565097493036209	0.0007057298050139277	0.0008037047353760445	0.03994633147632313	0.00011834540389972145	0.0	0.048274846796657375	0.23759708077994426	9.69487309470753	0.18627206406685243	0.0008535515320334262	0.00034532033426183846	0.13958493593314747	0.0	0.0	20.466311707520894	0.0005648050139275766	182.16736232590523	17.958164835654603	0.47443204178272963	8.759888579387187e-05	0.023854270194986076	0.0	0.004476033426183845
Eggerthellaceae	1.1036978034577798	0.558069155585469	1.0586464405895493	1.60103976036793	1.3233701229992725	2.7704870834874686	1.3496817417439828	0.16126090481834893	0.5331642396017849	0.4073931127526	2.7397784400078233	0.19887803135294246	2.0189947039275333	0.599397589216433	2.3064369964587965	0.45632416281441684	0.921842194215436	0.9988481537533622	0.5218759777774923	0.3750808982420872	9.264938176092786	0.056719055706393934	9.772999911574722	0.6545725650680148	4.259383559318627	1.8267187576234603	2.192573741309567	1.3299709935415822	1.960854565087819	7.588088846875853	0.3078681061981619	0.7774666855224466	0.23919410051154502	1.847096828442813	2.983861394344745	18.78422453440521	1.9799630964710468	2.2013352652884137	7.83315948966929	1.702150272941685	0.011056626114910508	0.69867138048014	9.489168434004691	4.554333013913646	1.8116863904740446	2.947965022051323	0.25225847668379503	3.432761586650483	5.026729383872281	8.683924579467007
Tannerellaceae	1.8487829178396078	2.3476196163368543	4.19984407983931	0.7817002822199077	8.009737357774146	1.7960267401577144	4.299041338788872	0.03184043195952983	0.9363403561077224	5.486665010801962	22.99515393986013	2.959037925427763	6.346904414164561	0.49167022755542317	1.623412467311412	0.3464345450379409	0.26009570141348004	109.55323813105187	1.6583837221246842	1.4559006489808066	4.150023611992264	5.3426007497396215	1.1929676585924716	11.13296517089719	2.275757543966672	1.6177328541288487	0.10588109290284184	0.5353714229132569	4.653935716589793	8.202261920220206	1.8871574080345181	11.207111628418389	0.38684391179883937	6.166680011932748	3.7864641629519418	9.043529292635025	2.498131161642612	1.7832861894360956	5.322830254902543	41.95786028091058	0.14127659767891682	1.7054207458116353	2.59436855095968	3.168035351584586	9.99269222312156	0.12466226135991666	0.05946187888707037	30.97311920199376	0.9536940708227946	8.583068461211129
Phycodnaviridae	10.820507000000001	24.3417875	27.51228016666667	15.476075	4.007769	13.271114999999998	21.183139333333333	190.75270816666665	22.441152000000002	22.3049045	36.8651065	15.685565500000001	66.221846	5.2528795	32.051244499999996	19.336472999999998	627.070524	13.369289	2.504875	2.58756	20.278658	9.7905265	108.54603633333333	5.543107	313.35749599999997	13.973796499999999	68.58262233333335	125.95458400000001	117.76441766666666	29.650713000000003	6.267142833333334	15.554306	1.2048653333333335	37.460322999999995	55.06007250000001	10.66043366666667	25.770601	12.476082500000002	44.68331499999999	7.827483000000001	17.646497999999998	16.922401166666667	5.133694500000001	78.430155	19.551074	272.027283	29.702514	14.166436000000001	42.84834733333334	43.709226
